De	B-TEMPO_TEMPO_CALEND_INTERVALO
Galeria	B-LOCAL_HUMANO_CONSTRUCAO
Virtual	O
.	O
Desenhos	O
,	O
gravuras	O
e	O
aquarelas	O
de	O
importantes	O
artistas	O
como	O
Rugendas	O
,	O
Debret	O
,	O
Norfini	O
e	O
Reis	O
Carvalho	O
,	O
retratam	O
cidades	O
e	O
paisagens	O
brasileiras	O
ao	O
longo	O
dos	O
séculos	B-TEMPO_TEMPO_CALEND_DATA
XIX	O
e	O
XX	B-OBRA_REPRODUZIDA_MUSICA
,	O
estando	O
também	O
preservados	O
no	O
Arquivo	O
Histórico	O
.	O
Nair	O
de	O
Teffé	O
Dita	O
Rian	O
(	O
1886-1981	O
)	O
Caricatura	O
Outra	O
curiosa	O
coleção	O
pertencente	O
ao	O
acervo	O
do	O
Museu	B-LOCAL_HUMANO_CONSTRUCAO
é	O
formada	O
por	O
26	O
caricaturas	O
de	O
Rian	O
,	O
entre	O
as	O
quais	O
as	O
dos	O
Presidentes	O
Juscelino	O
Kubitsckek	O
,	O
Eurico	O
Gaspar	O
Dutra	O
,	O
João	O
Café	B-LOCAL_HUMANO_CONSTRUCAO
Filho	O
e	O
Humberto	O
de	O
Alencar	O
Castelo	O
Branco	O
.	O
Os	O
traços	O
irônicos	O
de	O
Rian	O
fixaram	O
,	O
sobretudo	O
,	O
personalidades	O
políticas	O
e	O
figuras	O
da	O
alta	O
sociedade.	O
Rian	O
,	O
na	O
realidade	O
Nair	O
de	O
Teffé	O
,	O
já	O
era	O
conhecida	O
caricaturista	O
ao	O
casar-se	O
,	O
em	B-TEMPO_TEMPO_CALEND_DATA
1913	I-TEMPO_TEMPO_CALEND_DATA
,	O
com	O
o	O
então	O
Presidente	O
da	O
República	O
,	O
Hermes	O
da	O
Fonseca	O
.	O
Com	O
trabalhos	O
publicados	O
em	O
revistas	O
nacionais	O
e	O
estrangeiras	O
,	O
como	O
o	O
Semanário	O
Fon-Fon	O
,	O
Le	O
Rire	O
e	O
a	O
Gazeta	O
de	O
Notícias	O
,	O
escandalizou	O
muitas	O
vezes	O
o	O
Palácio	O
do	O
Catete	O
com	O
suas	O
atitudes	O
excêntricas.	O
Neste	O
campeonato	O
aprendi	O
mais	O
,	O
e	O
sei	O
que	O
tenho	O
muito	O
que	O
aprender	O
,	O
ganhou	O
Marcos	O
Mata	O
representante	O
de	O
Lisboa	B-LOCAL_HUMANO_DIVISAO
,	O
cadete	O
da	O
ACM	O
da	O
mesma	O
cidade	O
,	O
ganhou	O
e	O
ganhou	O
bem	O
,	O
foi	O
merecido	O
o	O
triunfo.	O
Em	O
Basket	B-OBRA_REPRODUZIDA_LIVRO
Ball	O
também	O
perdemos	O
,	O
e	O
infelizmente	O
sem	O
as	O
características	O
do	O
Ping	O
Pong	O
,	O
na	O
segunda	O
parte	O
eu	O
e	O
Vilarinho	O
Cardoso	O
,	O
tivemos	O
que	O
substituir	O
dois	O
jogadores	O
caprichosos	O
,	O
e	O
sem	O
o	O
menor	O
intuito	O
de	O
honrar	O
não	O
a	O
terra	O
em	O
que	O
nasceram	O
,	O
mas	O
sim	O
a	O
que	O
representavam	O
,	O
perdemos	O
por	O
33-12	O
salvo	O
erro.	O
O	O
ginásio	O
da	O
ACM	O
de	O
Coimbra	B-LOCAL_HUMANO_DIVISAO
,	O
é	O
o	O
melhor	O
que	O
até	O
à	O
data	O
tenho	O
visto	O
,	O
assim	O
como	O
o	O
seu	O
pucking-ball	O
,	O
que	O
é	O
o	O
único	O
no	O
género	O
que	O
existe	O
em	O
Portugal	B-LOCAL_HUMANO_PAIS
.	O
Conservo	O
algumas	O
fotografias	O
que	O
tirei	O
neste	O
esplêndido	O
passeio	O
,	O
em	O
que	O
gozamos	O
muito	O
,	O
a	O
única	O
fotografia	O
que	O
até	O
agora	O
tirei	O
a	O
magnésio	O
foi	O
no	O
ginásio	O
aos	O
dois	O
grupos	O
de	O
Basket	B-OBRA_REPRODUZIDA_LIVRO
,	O
que	O
ficou	O
regular.	O
Comecei	O
então	O
a	O
frequentar	O
a	O
igreja	O
metodista	O
ao	O
Mirante	O
,	O
encontrando	O
nesta	O
religião	O
a	O
felicidade	O
que	O
já	O
atráz	O
falei	O
depois	O
de	O
algum	O
tempo	O
e	O
quando	O
já	O
convertido	O
e	O
conhecedor	O
embora	O
pouco	O
da	O
palavra	O
de	O
Deus	O
dei	O
o	O
meu	O
nome	O
para	O
a	O
prova	O
de	O
membro	O
comungante	O
,	O
em	B-TEMPO_TEMPO_CALEND_DATA
Maio	I-TEMPO_TEMPO_CALEND_DATA
,	O
tenho	O
frequentado	O
um	O
curso	O
de	O
preparação	O
dirigido	O
pelo	O
sr.	O
Alfredo	B-LOCAL_HUMANO_CONSTRUCAO
Silva	O
,	O
entre	O
outros	O
que	O
comigo	O
frequentam	O
este	B-TEMPO_TEMPO_CALEND_DATA
curso.	O
Lembra-me	O
Paulo	O
Costa	O
,	O
Alberto	O
Carreira	O
da	O
Silva	O
,	O
Maria	O
Luísa	O
Costa	O
,	O
etc.	O
Deus	O
tem-me	O
auxiliado	O
na	O
compreensão	O
destes	O
grandes	O
problemas	O
morais	O
e	O
espitituais	O
e	O
brevemente	O
farei	O
a	O
minha	O
profissão	O
de	O
fé.	O
Tenho	O
feito	O
alguma	O
coisa	O
na	O
A.C.M.	O
que	O
por	O
não	O
ter	O
tomado	O
notas	O
desde	O
o	O
princípio	O
me	O
esqueceram	O
,	O
e	O
por	O
não	O
terem	O
valor	O
deixo	O
de	O
as	O
mencionar.	O
Tratando-se	O
da	O
criação	O
de	O
uma	O
Federação	O
de	O
Basket	B-OBRA_REPRODUZIDA_LIVRO
Ball	O
,	O
fui	O
indicado	O
também	O
para	O
fazer	O
parte	O
da	O
comissão	O
de	O
propaganda	O
,	O
juntamente	O
com	O
os	O
srs.	O
Eduardo	O
Moreira	O
,	O
Dr.	O
João	O
Gomes	O
de	O
Oliveira	O
,	O
Artur	O
Araújo	O
,	O
tendo	O
feito	O
relatos	O
para	O
a	O
secção	O
especial	O
do	O
Diário	O
do	O
Sport	O
,	O
tem	O
havido	O
vários	O
desafios	O
;	O
faço	O
parte	O
do	O
grupo	O
do	O
Boxing	O
Club	O
de	O
Portugal	B-LOCAL_HUMANO_PAIS
.	O
Como	O
atraz	O
já	O
disse	O
procuro	O
auxiliar	O
todas	O
as	O
organizações	O
que	O
do	O
meu	O
préstimo	O
necessitam	O
,	O
faço	O
parte	O
do	O
Orfeon	O
do	O
Mirante	O
a	O
pedido	O
das	O
meninas	O
Luisa	O
e	O
Anita	O
Costa.	O
Fui	O
também	O
à	O
excursão	O
realizada	O
no	B-TEMPO_TEMPO_CALEND_DATA
dia	I-TEMPO_TEMPO_CALEND_DATA
24	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
Junho	I-TEMPO_TEMPO_CALEND_DATA
,	O
a	O
primeira	O
que	O
se	O
realizou	O
desde	O
que	O
sou	O
sócio	O
,	O
e	O
juntamente	O
com	O
57	O
pessoas	O
fomos	O
nesse	B-TEMPO_TEMPO_CALEND_DATA
dia	I-TEMPO_TEMPO_CALEND_DATA
até	O
Viana	B-LOCAL_HUMANO_DIVISAO
do	I-LOCAL_HUMANO_DIVISAO
Castelo	I-LOCAL_HUMANO_DIVISAO
.	O
Foi	O
mais	O
uma	O
afirmação	O
de	O
amor	O
dada	O
pela	O
família	O
evangélica	O
é	O
com	O
saudade	O
que	O
me	O
recordo	O
desses	O
bons	O
momentos	B-TEMPO_TEMPO_CALEND_DATA
passados	I-TEMPO_TEMPO_CALEND_DATA
em	O
que	O
Deus	O
nos	O
ajudou	O
correndo	O
tudo	O
admiravelmente.	O
H5N1	O
:	O
Mais	B-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
32	O
mil	O
mortos	O
se	O
pandemia	O
atingisse	O
Portugal	O
Mais	B-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
32	O
mil	O
pessoas	O
poderiam	O
morrer	O
se	O
uma	O
pandemia	O
de	O
gripe	O
humana	O
de	O
origem	O
aviária	O
atingisse	O
Portugal	B-LOCAL_HUMANO_PAIS
,	O
segundo	O
cenários	O
elaborados	O
este	B-TEMPO_TEMPO_CALEND_DATA
ano	I-TEMPO_TEMPO_CALEND_DATA
por	O
peritos	O
do	O
Instituto	O
Nacional	O
de	O
Saúde	O
Ricardo	O
Jorge.	O
Na	O
quinta-feira	O
,	O
a	O
Organização	O
Mundial	O
de	O
Saúde	O
confirmou	O
que	O
um	O
paquistanês	O
vítima	O
da	O
gripe	O
das	O
aves	O
tinha	O
contraído	O
o	O
vírus	O
H5N1	O
de	O
outro	O
humano	O
,	O
apesar	O
de	O
os	O
peritos	O
afastarem	O
ainda	O
qualquer	O
risco	O
de	O
contaminação	O
generalizado.	O
Em	O
Portugal	B-LOCAL_HUMANO_PAIS
,	O
o	O
Instituto	O
Nacional	O
de	O
Saúde	O
elaborou	O
cenários	O
de	O
uma	O
eventual	O
pandemia	O
de	O
gripe	O
humana	O
de	O
origem	O
em	O
aves	O
,	O
que	O
poderá	O
ou	O
não	O
ser	O
desencadeada	O
pelo	O
H5N1	O
,	O
a	O
estirpe	O
do	O
vírus	O
mais	O
mortal	O
até	O
agora	O
conhecida.	O
Os	O
cenários	O
tiveram	O
em	O
conta	O
a	O
utilização	O
do	O
Oseltamivir	O
(	O
o	O
anti-viral	O
tido	O
como	O
o	O
mais	O
eficaz	O
contra	O
uma	O
eventual	O
pandemia	O
com	O
origem	O
da	O
gripe	O
das	O
aves	O
)	O
,	O
mas	O
não	O
consideraram	O
outras	O
medidas	O
de	O
saúde	O
pública	O
,	O
apesar	O
de	O
os	O
autores	O
admitirem	O
que	O
estas	O
«terão	O
um	O
efeito	O
principal	O
,	O
embora	O
não	O
exclusivo	O
,	O
na	O
diminuição	O
da	O
incidência	O
da	O
doença	O
e	O
,	O
portanto	O
,	O
nas	O
taxas	O
de	O
ataque».	O
Os	O
autores	O
dos	O
cenários	O
basearam	O
o	O
seu	O
cálculo	O
em	O
três	O
taxas	O
de	O
ataque	O
(	O
30	O
,	O
35	B-OBRA_REPRODUZIDA_LIVRO
e	O
40	O
por	O
cento	O
da	O
população	O
)	O
,	O
admitindo	O
que	O
a	O
pandemia	O
evoluiria	O
em	O
duas	O
ondas.	O
Os	O
peritos	O
consideram	O
provável	O
que	O
,	O
com	O
uma	O
taxa	O
de	O
ataque	O
de	O
30	O
por	O
cento	O
,	O
existiriam	O
3.106.835	O
casos	O
de	O
gripe	O
,	O
3.624.641	O
numa	O
taxa	O
de	O
ataque	O
de	O
35	B-OBRA_REPRODUZIDA_LIVRO
por	O
cento	O
e	O
4.142.447	O
perante	O
a	O
mais	O
severa	O
taxa	O
de	O
ataque	O
(	O
40	O
por	O
cento	O
)	O
.	O
CCB	O
15	O
ANOS	O
|	O
UM	O
PRESENTE	O
AOS	O
ESPECTADORES	O
Com	O
um	O
grande	O
concerto	O
realizado	O
ao	O
ar	O
livre	O
,	O
na	O
Praça	B-LOCAL_HUMANO_DIVISAO
do	B-LOCAL_HUMANO_CONSTRUCAO
Museu	B-LOCAL_HUMANO_CONSTRUCAO
,	O
no	B-TEMPO_TEMPO_CALEND_DATA
dia	I-TEMPO_TEMPO_CALEND_DATA
21	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
Março	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
1993	I-TEMPO_TEMPO_CALEND_DATA
,	O
o	O
CCB	O
iniciava	O
,	O
há	O
quinze	O
anos	O
,	O
a	O
sua	O
actividade	O
como	O
centro	O
de	O
produção	O
e	O
apresentação	O
de	O
espectáculos	O
e	O
exposições	O
o	O
maior	O
de	O
Portugal	B-LOCAL_HUMANO_PAIS
.	O
O	O
Grande	B-LOCAL_HUMANO_DIVISAO
Auditório	B-LOCAL_HUMANO_CONSTRUCAO
viria	O
a	O
ser	O
inaugurado	O
seis	O
meses	B-TEMPO_TEMPO_CALEND_DATA
depois	I-TEMPO_TEMPO_CALEND_DATA
,	O
a	O
22	B-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
Setembro	O
,	O
com	O
um	O
recital	O
da	O
soprano	O
catalã	O
Montserrat	O
Caballé	O
,	O
enquanto	O
o	O
Pequeno	O
Auditório	B-LOCAL_HUMANO_CONSTRUCAO
abrira	O
as	O
suas	O
portas	O
em	B-TEMPO_TEMPO_CALEND_DATA
Junho	I-TEMPO_TEMPO_CALEND_DATA
com	O
um	O
espectáculo	O
do	O
violoncelista	O
Anner	O
Bylsma	O
.	O
Neste	O
arco	O
temporal	O
de	O
15	O
anos	O
,	O
o	O
CCB	O
apresentou	O
ao	O
público	O
de	O
Lisboa	B-LOCAL_HUMANO_DIVISAO
artistas	O
tão	O
diversos	O
como	O
Sviatoslav	O
Richter	O
e	O
Cecilia	O
Bartoli	O
,	O
Pina	B-LOCAL_HUMANO_RUA
Bausch	O
et	O
Pippo	O
Delbono	O
,	O
Peter	O
Brook	O
e	O
Jordi	O
Savall	O
,	O
Philip	O
Glass	O
et	O
Keith	O
Jarrett	O
,	O
a	O
Royal	B-LOCAL_HUMANO_OUTRO
Shakespeare	O
Company	O
e	O
o	O
Piccolo	O
Teatro	B-LOCAL_HUMANO_CONSTRUCAO
di	O
Milano	O
,	O
Robert	O
Lepage	O
e	O
a	O
companhia	O
Cheek	O
by	O
Jowl	O
,	O
a	O
companhia	O
de	O
ópera	O
do	O
Teatro	B-LOCAL_HUMANO_CONSTRUCAO
Mariinski	O
de	O
S.	B-LOCAL_FISICO_OUTRO
Petersburgo	O
e	O
The	B-OBRA_REPRODUZIDA_LIVRO
Wooster	O
Group	O
.	O
Aqui	O
se	O
estrearam	O
os	O
The	B-OBRA_REPRODUZIDA_LIVRO
Gift	O
,	O
aqui	O
actuaram	O
Maria	O
João	O
Pires	O
e	O
Bernardo	O
Sassetti	O
,	O
aqui	O
se	O
apresentaram	O
os	O
Madredeus	O
e	O
GNR	O
,	O
Sérgio	O
Godinho	O
e	O
Luís	O
Represas	O
,	O
Jorge	O
Palma	O
e	O
Mariza	O
.	O
Os	O
visitantes	O
do	O
CCB	O
puderam	O
ver	O
nestes	O
anos	O
exposições	O
de	O
Roy	O
Lichtenstein	O
e	O
Frida	O
Kahlo	O
,	O
de	O
Robert	O
Rauschenberg	O
e	O
de	O
Paula	O
Rêgo	O
,	O
de	O
Antoni	O
Tàpies	O
e	O
de	O
Helena	O
Almeida	O
,	O
de	O
Júlio	O
Pomar	O
e	O
de	O
Sabine	O
Hornig	O
,	O
de	O
Candida	O
Höfer	O
e	O
de	O
Sebastião	O
Salgado	O
,	O
de	O
Aleksander	O
Rodchenko	O
e	O
de	O
Louise	O
Bourgeois	O
.	O
Durante	O
estes	O
anos	O
de	O
viragem	O
do	O
século	O
,	O
o	O
CCB	O
acolheu	O
alguns	O
dos	O
maiores	O
espectáculos	O
apresentados	O
em	O
Lisboa	B-LOCAL_HUMANO_DIVISAO
,	O
tornando-se	O
um	O
dos	O
equipamentos	O
culturais	O
de	O
referência	O
do	O
país	O
e	O
um	O
parceiro	O
crescentemente	O
procurado	O
por	O
insituições	O
culturais	O
internacionais.	O
O	O
balanço	O
desta	O
década	B-TEMPO_TEMPO_CALEND_DATA
e	O
meia	O
de	O
actividade	O
praticamente	O
ininterrupta	O
(	O
o	O
Centro	B-LOCAL_HUMANO_CONSTRUCAO
só	O
fecha	O
no	B-TEMPO_TEMPO_CALEND_DATA
Dia	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
Natal	O
)	O
mede-se	O
pela	O
frequência	O
diária	O
de	O
centenas	O
de	O
pessoas	O
,	O
que	O
habitam	O
os	O
espaços	O
de	O
estudo	O
e	O
lazer	O
do	O
CCB	O
,	O
além	O
dos	O
muitos	O
milhares	O
que	O
ferquentam	O
as	O
suas	O
actividades.	O
Em	B-TEMPO_TEMPO_CALEND_DATA
2006	I-TEMPO_TEMPO_CALEND_DATA
,	O
150.000	O
pessoas	O
assistiram	O
a	O
espectáculos	O
,	O
200.000	O
visitaram	O
as	O
exposições	O
,	O
90.000	O
frequentaram	O
reuniões	O
e	O
congressos	O
,	O
20.000	O
crianças	O
participaram	O
em	O
actividades	O
de	O
pedagogia	O
e	O
animação.	O
É	O
por	O
isso	O
que	O
as	O
comemorações	O
dos	O
15	O
anos	O
de	O
actividade	O
do	O
CCB	O
,	O
que	O
decorrerão	O
ao	O
longo	O
do	B-TEMPO_TEMPO_CALEND_DATA
ano	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
2008	I-TEMPO_TEMPO_CALEND_DATA
,	O
vão	O
ser	O
especialmente	O
orientadas	O
para	O
o	O
público	O
que	O
fez	O
do	O
CCB	O
um	O
equipamento	O
indipensável	O
na	O
vida	O
cultural	O
da	O
cidade.	O
Não	O
editaremos	O
álbuns	O
auto-congratulatórios	O
nem	O
promoveremos	O
grandes	O
jantares	O
de	O
celebração	O
;	O
não	O
lançaremos	O
fogo	O
de	O
artifício	O
nem	O
nos	O
envolveremos	O
em	O
extravagâncias	O
de	O
programação	O
que	O
estariam	O
para	O
lá	O
da	O
nossa	O
dimensão	O
e	O
recursos.	O
Investiremos	O
tudo	O
o	O
que	O
está	O
ao	O
nosso	O
alcance	O
para	O
tornar	O
a	O
programação	O
de	O
espectáculos	O
de	O
2008	O
mais	O
acessível	O
aos	O
frequentadores	O
do	O
CCB	O
.	O
Assim	O
,	O
um	O
conjunto	O
de	O
espectáculos	O
programados	O
para	O
o	O
Grande	B-LOCAL_HUMANO_DIVISAO
Auditório	B-LOCAL_HUMANO_CONSTRUCAO
foi	O
escolhido	O
para	O
integrar	O
a	O
série	O
CCB	O
15	O
Anos	B-OBRA_REPRODUZIDA_MUSICA
,	O
em	O
que	O
o	O
leque	O
de	O
preços	O
se	O
situa	O
em	O
média	O
30	O
%	O
abaixo	O
dos	O
preços	O
normalmente	O
praticados	O
para	O
espectáculos	O
semelhantes	O
,	O
mantendo-se	O
além	O
disso	O
os	O
descontos	O
habituais.	O
Mais	B-TEMPO_TEMPO_CALEND_DATA
:	O
nos	O
casos	O
em	O
que	O
isso	O
seja	O
tecnicamente	O
possível	O
,	O
os	O
lugares	O
de	O
Galeria	B-LOCAL_HUMANO_CONSTRUCAO
(	O
em	O
pé	O
,	O
por	O
vezes	O
com	O
visibilidade	O
reduzida	O
)	O
serão	O
postos	O
à	O
venda	O
ao	O
preço	O
único	O
de	O
5	O
EUR	O
(	O
estes	O
naturalmente	O
sem	O
desconto	O
)	O
,	O
permitindo	O
que	O
toda	O
a	O
gente	O
tenha	O
acesso	O
aos	O
espectáculos	O
de	O
maior	O
atractividade	O
para	O
o	O
público.	O
As	O
comemorações	O
terão	O
assim	O
início	O
já	O
em	B-TEMPO_TEMPO_CALEND_DATA
Dezembro	I-TEMPO_TEMPO_CALEND_DATA
,	O
com	O
a	O
apresentação	O
da	O
Oratória	O
de	O
Natal	O
de	O
J.	O
S.	B-LOCAL_FISICO_OUTRO
Bach	O
pela	O
Akademie	O
für	O
Alte	O
Musik	O
e	O
o	O
RIAS	O
Kammerchor	O
de	O
Berlim	B-LOCAL_HUMANO_DIVISAO
,	O
para	O
a	O
qual	O
o	O
preço	O
dos	O
bilhetes	O
varia	O
entre	O
os	O
5	B-OBRA_REPRODUZIDA_LIVRO
(	O
Galerias	O
)	O
e	O
os	O
25	B-TEMPO_TEMPO_CALEND_DATA
EUR	O
(	O
1ª	O
Plateia	O
)	O
;	O
em	B-TEMPO_TEMPO_CALEND_DATA
Janeiro	I-TEMPO_TEMPO_CALEND_DATA
,	O
a	O
ópera	O
visual	O
Operação	O
Orfeu	O
,	O
apresentada	O
pela	O
companhia	O
dinamarquesa	O
Hotel	O
ProForma	O
,	O
será	O
também	O
um	O
espectáculo	O
CCB	O
15	O
Anos	B-OBRA_REPRODUZIDA_MUSICA
(	O
bilhetes	O
entre	O
15	O
e	O
20	O
EUR	O
)	O
:	O
CCB	O
15	O
Anos	B-OBRA_REPRODUZIDA_MUSICA
será	O
também	O
o	O
ciclo	O
de	O
piano	O
Beethoven	O
2008	B-TEMPO_TEMPO_CALEND_DATA
(	O
cinco	O
recitais	O
com	O
o	O
preço	O
único	O
de	O
15	O
EUR	O
por	O
concerto	O
)	O
.	O
E	O
em	B-TEMPO_TEMPO_CALEND_DATA
Fevereiro	I-TEMPO_TEMPO_CALEND_DATA
haverá	O
três	O
espectáculos	O
integrados	O
nas	O
comemorações	O
:	O
o	O
concerto	O
do	O
quinteto	O
de	O
Enrico	O
Rava	O
,	O
um	O
dos	O
maiores	O
trompetistas	O
de	O
jazz	O
da	O
actualidade	O
,	O
oferecerá	O
preços	O
entre	O
os	O
5	O
e	O
os	O
20	O
EUR	O
;	O
as	O
duas	O
récitas	O
da	O
coreografia	O
de	O
William	O
Forsythe	O
Impressing	O
the	O
Czar	O
,	O
pelo	O
Ballet	O
Real	O
da	O
Flandres	O
,	O
terão	O
bilhetes	O
entre	O
5	O
e	O
30	O
EUR	O
;	O
e	O
a	O
Carta	O
Branca	O
a	O
Jorge	O
Palma	O
,	O
no	B-TEMPO_TEMPO_CALEND_DATA
último	I-TEMPO_TEMPO_CALEND_DATA
dia	I-TEMPO_TEMPO_CALEND_DATA
do	O
mês	O
,	O
propõe	O
entradas	O
entre	O
5	O
e	O
20	O
EUR	O
.	O
Mas	O
a	O
festa	O
vai	O
continuar	O
ao	O
longo	O
do	B-TEMPO_TEMPO_CALEND_DATA
ano	I-TEMPO_TEMPO_CALEND_DATA
de	I-TEMPO_TEMPO_CALEND_DATA
2008	I-TEMPO_TEMPO_CALEND_DATA
.	O
Cada	O
edição	O
do	O
Programa	O
de	O
Actividades	O
assinalará	O
com	O
o	O
selo	O
CCB	O
15	O
Anos	B-OBRA_REPRODUZIDA_MUSICA
os	O
espectáculos	O
integrados	O
nesta	O
oferta	O
especial.	O
E	O
contamos	O
com	O
todos	O
,	O
nesta	O
comemoração	O
de	O
uma	O
data	O
que	O
deve	O
ser	O
pretexto	O
para	O
uma	O
renovação	O
da	O
nossa	O
ligação	O
com	O
o	O
público	O
que	O
connosco	O
habita	O
,	O
todos	O
os	O
dias	O
,	O
de	B-TEMPO_TEMPO_CALEND_DATA
há	I-TEMPO_TEMPO_CALEND_DATA
15	O
anos	O
para	O
cá	O
,	O
o	O
Centro	B-LOCAL_HUMANO_CONSTRUCAO
Cultural	I-LOCAL_HUMANO_CONSTRUCAO
de	O
Belém	B-LOCAL_HUMANO_DIVISAO
.	O
FAZER	O
A	O
FESTA	O
,	O
LANÇAR	O
OS	O
FOGUETES	O
E	O
APANHAR	O
AS	O
CANAS	O
:	O
Ao	O
que	O
parece	O
,	O
Paulo	O
Pinto	O
Mascarenhas	O
tem	O
a	O
convicção	O
firme	O
de	O
que	O
certa	O
personagem	O
que	O
interpretei	O
está	O
a	O
falar	O
com	O
ele.	O
A	O
generalidade	O
dos	O
malucos	O
ouve	O
a	O
voz	O
de	O
Jesus	O
Cristo	O
;	O
PPM	O
ouve	O
a	O
minha.	O
Enfim	O
,	O
cada	O
um	O
tem	O
a	O
Alexandra	O
Solnado	O
que	O
merece	O
e	O
,	O
mesmo	O
sendo	O
ateu	O
,	O
parece-me	O
mais	O
do	O
que	O
justo	O
que	O
eu	O
tenha	O
pior	O
sorte	O
que	O
o	O
Messias	O
.	O
Talvez	O
seja	O
bom	O
explicar	O
o	O
que	O
se	O
passa.	O
O	O
povo	O
português	O
tem	O
tido	O
,	O
até	O
agora	O
,	O
a	O
decência	O
de	O
não	O
delegar	O
em	O
PPM	O
qualquer	O
espécie	O
de	O
poder.	O
Mas	O
a	O
verdade	O
é	O
que	O
o	O
povo	O
português	O
não	O
tem	O
sido	O
tão	O
sensato	O
no	O
que	O
respeita	O
a	O
outras	O
pessoas.	O
Eu	O
sei	O
que	O
esta	O
notícia	O
vai	O
cair	O
como	O
uma	O
bomba	O
no	O
31	O
da	O
Armada	O
,	O
mas	O
há	O
gente	O
um	O
pouco	O
mais	O
poderosa	O
do	O
que	O
o	O
PPM	O
.	O
É	O
uma	O
coisa	O
muito	O
ligeira	O
,	O
mas	O
tem	O
,	O
de	O
facto	O
,	O
um	O
bocadinho	O
mais	O
de	O
poder.	O
E	O
essa	O
gente	O
,	O
quando	O
se	O
sente	O
atingida	O
,	O
ou	O
quando	O
sente	O
que	O
os	O
amigos	O
foram	O
atingidos	O
(	O
mesmo	O
que	O
seja	O
por	O
uma	O
rábula	O
humorística	O
)	O
,	O
pressiona	O
,	O
corta	O
relações	O
com	O
a	O
estação	O
de	O
televisão	O
em	O
que	O
a	O
rábula	O
foi	O
emitida	O
,	O
manda	O
recados	O
com	O
ameaças	O
,	O
faz	O
saber	O
que	O
ficará	O
à	O
espera	O
de	O
uma	O
oportunidade	O
para	O
nos	O
fazer	O
,	O
digamos	O
,	O
coisas	O
bonitas	O
(	O
sempre	O
que	O
posso	O
,	O
uso	O
expressões	O
de	O
Artur	O
Jorge	O
)	O
.	O
É	O
isso	O
que	O
tem	O
acontecido	O
desde	O
que	O
o	O
Diz	O
Que	O
É	O
Uma	O
Espécie	O
de	O
Magazine	O
começou	O
e	O
foi	O
o	O
que	O
aconteceu	O
agora	O
,	O
de	O
forma	O
bastante	O
mais	O
intensa	O
,	O
na	O
sequência	O
do	O
sketch	O
sobre	O
Marcelo	O
Rebelo	O
de	O
Sousa	O
.	O
Em	O
tempos	O
,	O
o	O
Herman	O
disse-me	O
que	O
o	O
pequeno	O
poder	O
(	O
e	O
,	O
às	O
vezes	O
,	O
não	O
tão	O
pequeno	O
como	O
isso	O
)	O
sabe	O
encontrar	O
maneiras	O
de	O
pressionar	O
no	O
sentido	O
de	O
fazer	O
censura	O
sem	O
sujar	O
as	O
mãos	O
,	O
de	O
ameaçar	O
sem	O
poder	O
ser	O
denunciado	O
,	O
de	O
intimidar	O
sem	O
aparecer.	O
Na	O
semana	B-TEMPO_TEMPO_CALEND_DATA
passada	I-TEMPO_TEMPO_CALEND_DATA
percebi	O
isso	O
melhor	O
do	O
que	O
gostaria	O
,	O
e	O
dei-lhe	O
razão.	O
Decidimos	O
fazer	O
uma	O
rábula	O
sobre	O
esta	O
espécie	O
dissimulada	O
de	O
censura.	O
Ontem	B-TEMPO_TEMPO_CALEND_DATA
,	O
uma	O
jornalista	O
do	O
DN	O
perguntou-me	O
se	O
tínhamos	O
sido	O
pressionados	O
pela	O
RTP	O
e	O
pelo	O
Provedor	O
do	O
Espectador	O
.	O
Respondi	O
que	O
não	O
,	O
e	O
não	O
menti.	O
Da	O
RTP	O
e	O
do	O
Provedor	O
do	O
Espectador	O
,	O
não	O
veio	O
qualquer	O
espécie	O
de	O
pressão.	O
Quem	O
sobra	O
?	O
No	O
entender	O
do	O
PPM	O
,	O
sobra	O
ele	O
e	O
um	O
post	O
que	O
escreveu	O
no	O
31	O
da	O
Armada	O
.	O
Fizemos	O
uma	O
rábula	O
para	O
um	O
milhão	O
e	O
meio	O
de	O
espectadores	O
por	O
causa	O
de	O
um	O
post	O
do	O
PPM	O
no	O
31	O
da	O
Armada	O
.	O
Mandei	O
uma	O
mensagem	O
ao	O
Herman	O
a	O
dar-lhe	O
razão	O
por	O
causa	O
de	O
um	O
post	O
do	O
PPM	O
no	O
31	O
da	O
Armada	O
.	O
E	O
dei-lhe	O
razão	O
porque	O
,	O
como	O
é	O
óbvio	O
,	O
foi	O
para	O
isso	O
que	O
ele	O
me	O
advertiu.	O
«Põe-te	O
com	O
brincadeiras	O
e	O
