COISAS	B-OUTRO
final	I-TEMPO
de	I-TEMPO
semana	I-TEMPO
onde	O
se	O
sucederam	O
mesas	O
abertas	O
,	O
performances	O
e	O
apresentações	O
de	O
projetos	O
.	O
Teóricos	O
e	O
historiadores	O
de	O
arte	O
ativista	O
em	O
coletivos	O
como	O
Gregory	B-PESSOA
Sholette	I-PESSOA
,	O
Alan	B-PESSOA
Moore	I-PESSOA
e	O
Brian	B-PESSOA
Holmes	I-PESSOA
,	O
grupos	O
como	O
Critical	B-PESSOA
Art	I-PESSOA
Ensemble	I-PESSOA
e	O
Guerrilla	B-PESSOA
Girls	I-PESSOA
,	O
net	O
críticos	O
como	O
McKenzie	B-PESSOA
Wark	I-PESSOA
,	O
ou	O
o	O
teórico	O
maior	O
da	O
colaboração	O
online	O
,	O
o	O
alemão	O
Cristoph	B-PESSOA
Spehr	I-PESSOA
,	O
estiveram	O
presentes	O
.	O
Spehr	B-PESSOA
,	O
autor	O
do	O
cultuado	O
livro	O
Die	O
Aliens	O
sind	O
unter	O
uns	O
!	O
(	O
''	O
''	B-OBRA
Os	I-OBRA
alienígenas	I-OBRA
estão	I-OBRA
entre	I-OBRA
nós	I-OBRA
!	I-OBRA
''	O
)	O
,	O
tem	O
servido	O
como	O
o	O
melhor	O
tradutor	O
da	O
mecânica	O
funcional	O
do	O
código	O
aberto	O
(	O
open	O
source	O
)	O
para	O
o	O
campo	O
da	O
política	O
,	O
da	O
organização	O
social	O
,	O
e	O
da	O
economia	O
.	O
Entre	O
alguns	O
pontos	O
fundamentais	O
,	O
Spehr	B-PESSOA
defende	O
a	O
noção	O
de	O
que	O
as	O
relações	O
devem	O
se	O
basear	O
na	O
liberdade	O
e	O
igualdade	O
de	O
uns	O
para	O
com	O
os	O
outros	O
e	O
com	O
a	O
cooperação	O
;	O
que	O
regras	O
devem	O
ser	O
estabelecidas	O
,	O
negociadas	O
(	O
e	O
cumpridas	O
)	O
para	O
que	O
a	O
cooperação	O
funcione	O
;	O
que	O
conflitos	O
que	O
surjam	O
ao	O
longo	O
dessas	O
negociações	O
podem	O
construir	O
o	O
respeito	O
mútuo	O
,	O
a	O
independência	O
na	O
cooperação	O
e	O
nos	O
tornar	O
mais	O
fortes	O
;	O
e	O
que	O
organização	O
,	O
lealdade	O
para	O
com	O
as	O
pessoas	O
,	O
não	O
com	O
as	O
instituições	O
,	O
e	O
auto-confiança	O
,	O
são	O
elementos	O
essenciais	O
.	O
Em	O
seu	O
livro	O
,	O
num	O
estilo	O
que	O
remixa	O
ensaio	O
e	O
ficção	O
científica	O
,	O
grupos	O
colaborativos	O
independentes	O
e	O
autônomos	O
seriam	O
os	O
grandes	O
monstros	O
que	O
ameaçam	O
o	O
atual	O
estágio	O
do	O
neo-liberalismo	O
corporativo	O
.	O
Espécie	O
de	O
alienígenas	O
no	O
meio	O
da	O
lógica	O
capitalista	O
da	O
competitividade	O
e	O
das	O
redes	O
de	O
''	O
cooperação	O
forçada	O
''	O
,	O
os	O
coletivos	O
colaborativos	O
autônomos	O
atuam	O
numa	O
esfera	O
que	O
transcende	O
a	O
mercantilização	O
e	O
podem	O
efetuar	O
uma	O
troca	O
auto-sustentável	O
que	O
,	O
se	O
aplicada	O
em	O
larga	O
escala	O
-	O
o	O
que	O
para	O
muitos	O
é	O
pura	O
utopia	O
-	O
,	O
correria	O
o	O
risco	O
de	O
transformar	O
totalmente	O
a	O
paisagem	O
social	O
,	O
econômica	O
e	O
política	O
do	O
planeta	O
.	O
Comunismo	O
open	O
source	O
?	O
Talvez	O
,	O
pelo	O
menos	O
é	O
o	O
que	O
Spehr	B-PESSOA
acredita	O
,	O
com	O
um	O
otimismo	O
desafiante	O
,	O
o	O
mesmo	O
que	O
o	O
faz	O
organizar	O
a	O
conferência	O
anual	O
''	O
Out	B-ACONTECIMENTO
of	I-ACONTECIMENTO
This	I-ACONTECIMENTO
World	I-ACONTECIMENTO
em	O
Bremen	B-LOCAL
,	O
onde	O
junta	O
programadores	O
,	O
ativistas	O
,	O
escritores	O
de	O
ficção	O
científica	O
,	O
filósofos	O
e	O
teóricos	O
para	O
debater	O
a	O
aplicação	O
do	O
código	O
aberto	O
à	O
transformação	O
social	O
visando	O
o	O
futuro	O
.	O
Por	O
outro	O
lado	O
,	O
o	O
capitalismo	O
há	O
muito	O
já	O
aprendeu	O
a	O
trabalhar	O
em	O
rede	O
.	O
O	O
fenômeno	O
dos	O
coletivos	O
de	O
livre	O
cooperação	O
na	O
esfera	O
artístico-ativista	O
encontra	O
seu	O
paralelo	O
nos	O
grupos	O
criativos	O
de	O
trabalho	O
descentralizado	O
e	O
flexível	O
produzindo	O
para	O
o	O
mercado	O
.	O
Como	O
diz	O
o	O
teórico	O
Brian	B-PESSOA
Holmes	I-PESSOA
num	O
ensaio	O
sobre	O
a	O
questão	O
(	O
2	O
)	O
,	O
esse	O
tipo	O
de	O
organização	O
característica	O
da	O
produção	O
imaterial	O
no	O
atual	O
estágio	O
capitalista	O
do	O
pós-fordismo	O
,	O
seria	O
o	O
da	O
''	O
personalidade	O
flexível	O
''	O
,	O
adaptativa	O
e	O
versátil	O
em	O
sua	O
atuação	O
profissional	O
,	O
a	O
qual	O
,	O
obviamente	O
não	O
excluiria	O
sob	O
hipótese	O
alguma	O
a	O
competição	O
ou	O
o	O
controle	O
pela	O
vigilância	O
,	O
ainda	O
que	O
à	O
distância	O
.	O
Para	O
combatê-la	O
,	O
só	O
um	O
ativismo	O
''	O
flexível	O
''	O
que	O
,	O
mesmo	O
por	O
sua	O
característica	O
cooperativa	O
e	O
autônoma	O
,	O
se	O
adaptasse	O
à	O
configuração	O
de	O
um	O
mundo	O
cada	O
vez	O
mais	O
baseado	O
em	O
redes	O
,	O
distribuído	O
em	O
setores	O
terceirizados	O
,	O
''	O
aparentemente	O
''	O
independentes	O
.	O
Em	O
se	O
tratando	O
da	O
internet	O
,	O
o	O
crescente	O
uso	O
das	O
redes	O
de	O
compartilhamento	O
peer-to-peer	O
,	O
weblogs	O
,	O
software	O
livre	O
,	O
listas	O
de	O
discussão	O
,	O
publicações	O
abertas	O
tipo	O
slashdot	O
,	O
wiki	O
ou	O
Indymedia	B-COISA
,	O
as	O
bibliotecas	O
online	O
de	O
livre	O
acesso	O
,	O
foruns	O
e	O
todas	O
as	O
outras	O
formas	O
operacionais	O
das	O
comunidades	O
na	O
rede	O
estariam	O
abrindo	O
o	O
caminho	O
para	O
essa	O
transformação	O
pelo	O
trabalho	O
colaborativo	O
que	O
os	O
ativistas	O
e	O
coletivos	O
de	B-TEMPO
hoje	I-TEMPO
usam	O
como	O
tática	O
de	O
resistência	O
e	O
cuja	O
disseminação	O
compartilhada	O
podem	O
ter	O
consequências	O
ainda	O
imprevisíveis	O
.	O
Como	O
diz	O
Geert	B-PESSOA
Lovink	I-PESSOA
em	O
seu	O
último	O
livro	O
,	O
My	B-OBRA
First	I-OBRA
Recession	I-OBRA
,	O
a	O
cultura	O
da	O
internet	O
''	O
é	O
um	O
meio	O
global	O
no	O
qual	O
redes	O
sociais	O
são	O
moldadas	O
por	O
uma	O
mistura	O
de	O
regras	O
implícitas	O
,	O
redes	O
informais	O
,	O
conhecimento	O
,	O
convenções	O
e	O
rituais	O
coletivos	O
''	O
(	O
3	O
)	O
.	O
Procurar	O
entender	O
o	O
atual	O
fenômeno	O
dos	O
coletivos	O
ignorando	O
essa	O
dinâmica	O
de	O
código	O
e	O
cultura	O
,	O
ou	O
seja	O
,	O
modus	O
operandi	O
,	O
instrumentos	O
,	O
ativismos	O
e	O
lutas	O
democráticas	O
face	O
a	O
uma	O
crescente	O
repressão	O
na	O
guerra	O
global	O
do	O
capital	O
,	O
equivaleria	O
a	O
esquecer	O
por	O
completo	O
a	O
senha	O
na	B-TEMPO
hora	I-TEMPO
de	O
logar	O
.	O
Esqueceu	O
sua	O
senha	O
?	O
