Mosteiro	B-OBRA_ARTE
"	O
Foi	O
nessa	O
oportunidade	O
que	O
três	O
amigos	O
seus	O
[	O
de	O
Houaiss	B-PESSOA_INDIVIDUAL
]	O
,	O
que	O
também	O
haviam	O
participado	O
e	O
sido	O
aprovados	O
no	O
referido	O
concurso	O
[	O
para	O
preencher	O
vagas	O
de	O
Professor	B-PESSOA_CARGO
da	O
antiga	O
Prefeitura	B-ORGANIZACAO_INSTITUICAO
do	O
Distrito	B-LOCAL_HUMANO
Federal	I-LOCAL_HUMANO
,	O
em	B-TEMPO_TEMPO_CALEND
1935	I-TEMPO_TEMPO_CALEND
]	O
,	O
Rocha	B-PESSOA_INDIVIDUAL
Lima	I-PESSOA_INDIVIDUAL
,	O
Matos	B-PESSOA_INDIVIDUAL
Peixoto	I-PESSOA_INDIVIDUAL
e	O
o	O
autor	O
destas	O
linhas	O
,	O
se	O
reuniram	O
para	O
alugarem	O
uma	O
sala	O
no	O
centro	O
da	O
cidade	O
,	O
com	O
o	O
fito	O
de	O
atenderem	O
a	O
alunos	O
particulares	O
(	O
...	O
)	O
Aí	O
não	O
só	O
cumpríamos	O
os	O
nossos	O
deveres	O
profissionais	O
,	O
mas	O
ainda	O
nos	O
reuníamos	O
para	O
trocar	O
idéias	O
sobre	O
problemas	O
do	O
ensino	O
,	O
indagar	O
das	O
novas	O
tendências	O
da	O
filosofia	O
e	O
da	O
lingüística	O
e	O
,	O
last	O
but	O
not	O
least	O
,	O
perdermos	O
em	O
alguns	O
dedos	O
de	O
amenidades	O
e	O
questões	O
de	O
momento	O
.	O
Foi	O
então	O
que	O
se	O
aproximou	O
de	O
nós	O
um	O
mestre	O
que	O
todos	O
admirávamos	O
e	O
respeitávamos	O
:	O
José	B-PESSOA_INDIVIDUAL
Oiticica	I-PESSOA_INDIVIDUAL
.	O
Veio	O
trazer	O
-	O
nos	O
a	O
experiência	O
do	O
seu	O
trabalho	O
didático	O
,	O
de	O
sua	O
larga	O
cultura	O
,	O
a	O
vivência	O
do	O
seu	O
amor	O
ao	O
estudo	O
e	O
aos	O
estudantes	O
.	O
José	B-PESSOA_INDIVIDUAL
Oiticica	I-PESSOA_INDIVIDUAL
,	O
numa	O
época	O
em	O
que	O
os	O
estudos	O
lingüísticos	O
estavam	O
engolfados	O
nas	O
águas	O
do	O
historicismo	O
,	O
volta	O
-	O
se	O
,	O
em	O
bases	O
mentalistas	O
,	O
para	O
a	O
investigação	O
dos	O
fatos	O
da	O
língua	O
portuguesa	O
,	O
antecipando	O
-	O
se	O
assim	O
ao	O
que	O
viria	O
a	O
ser	O
apanágio	O
da	O
lingüística	O
moderna	O
:	O
a	O
perspectiva	O
sincrônica	O
nos	O
estudos	O
da	O
linguagem	O
.	O
Tome	O
-	O
se	O
para	O
exemplo	O
o	O
seu	O
inovador	O
Manual	B-OBRA_REPRODUZIDA
de	I-OBRA_REPRODUZIDA
Análise	I-OBRA_REPRODUZIDA
,	O
infelizmente	O
e	O
injustamente	O
esquecido	O
em	O
nossos	O
cursos	O
universitários	O
.	O
Para	O
vaidade	O
nossa	O
,	O
mestre	B-PESSOA_INDIVIDUAL
Oiticica	I-PESSOA_INDIVIDUAL
preparava	O
nova	O
edição	O
desse	O
seu	O
livro	O
e	O
queria	O
ouvir	O
a	O
voz	O
crítica	O
da	O
nossa	O
geração	O
sobre	O
o	O
que	O
fizera	O
e	O
o	O
que	O
seria	O
passível	O
de	O
correção	O
e	O
aperfeiçoamento	O
.	O
Imagine	O
-	O
se	O
o	O
nosso	O
desvanecimento	O
por	O
sermos	O
assim	O
contemplados	O
por	O
um	O
dos	O
mais	O
autorizados	O
catedráticos	O
do	O
tradicional	O
baluarte	O
da	O
cultura	O
humanística	O
em	O
nosso	O
país	O
,	O
o	O
Colégio	B-ORGANIZACAO_INSTITUICAO
Pedro	I-ORGANIZACAO_INSTITUICAO
II	I-ORGANIZACAO_INSTITUICAO
.	O
Oiticica	B-PESSOA_INDIVIDUAL
foi	O
generoso	O
conosco	O
.	O
Deixou	O
estas	O
palavras	O
inscritas	O
na	O
"	O
Advertência	O
desta	O
edição	O
"	O
,	O
que	O
reproduzo	O
da	O
5.ª	O
ed	O
.	O
refundida	O
:	O
E	O
apresso	O
-	O
me	O
em	O
consignar	O
aqui	O
meu	O
profundo	O
reconhecimento	O
aos	O
jovens	O
professores	O
Almir	B-PESSOA_INDIVIDUAL
Câmara	I-PESSOA_INDIVIDUAL
de	I-PESSOA_INDIVIDUAL
Matos	I-PESSOA_INDIVIDUAL
Peixoto	I-PESSOA_INDIVIDUAL
,	O
Antônio	B-PESSOA_INDIVIDUAL
Houaiss	I-PESSOA_INDIVIDUAL
,	O
Sílvio	B-PESSOA_INDIVIDUAL
Elia	I-PESSOA_INDIVIDUAL
e	O
Rocha	B-PESSOA_INDIVIDUAL
Lima	I-PESSOA_INDIVIDUAL
,	O
por	O
muitas	O
preciosas	O
sugestões	O
,	O
levando	O
-	O
me	O
a	O
emendas	O
sérias	O
,	O
modificações	O
de	O
quadros	O
e	O
acuramento	O
na	O
disposição	O
geral.2	O
A	O
citação	O
é	O
de	O
caso	O
pensado	O
longa	O
pela	O
importância	O
de	O
dados	O
biográficos	O
que	O
encerra	O
e	O
por	O
me	O
ensejar	O
partir	O
daí	O
para	O
levantar	O
alguns	O
véus	O
da	O
trama	O
de	O
influências	O
e	O
afinidades	O
que	O
se	O
podem	O
estabelecer	O
entre	O
o	O
nosso	O
Houaiss	B-PESSOA_INDIVIDUAL
e	O
José	B-PESSOA_INDIVIDUAL
Oiticica	I-PESSOA_INDIVIDUAL
,	O
restringindo	O
-	O
me	O
,	O
como	O
anunciara	O
antes	B-TEMPO_TEMPO_CALEND
,	O
ao	O
campo	O
das	O
atividades	O
lingüístico	O
-	O
filológicas	O
de	O
ambos	O
.	O
Da	O
confluência	O
de	O
características	O
inatas	O
de	O
Antônio	B-PESSOA_INDIVIDUAL
Houaiss	I-PESSOA_INDIVIDUAL
com	O
a	O
possível	O
participação	O
da	O
presença	O
de	O
Oiticica	B-PESSOA_INDIVIDUAL
,	O
aponto	O
em	O
primeiro	O
lugar	O
,	O
como	O
traço	O
comum	O
a	O
ambos	O
,	O
a	O
preocupação	O
da	O
sistematização	O
dos	O
fatos	O
estudados	O
.	O
Oiticica	B-PESSOA_INDIVIDUAL
era	O
um	O
sistematizador	O
por	O
excelência	O
;	O
suas	O
análises	O
em	O
geral	O
confluíam	O
para	O
quadros	O
sinóticos	O
ou	O
esquemas	O
.	O
Daí	O
é	O
o	O
próprio	O
mestre	O
do	O
Pedro	B-ORGANIZACAO_INSTITUICAO
II	I-ORGANIZACAO_INSTITUICAO
que	O
estabelece	O
,	O
neste	O
sentido	O
,	O
sua	O
relação	O
com	O
outro	O
sistematizador	O
nesses	O
estudos	O
de	O
linguagem	O
que	O
foi	O
Maximino	B-PESSOA_INDIVIDUAL
Maciel	I-PESSOA_INDIVIDUAL
,	O
catedrático	O
de	O
Língua	B-ABSTRACCAO_DISCIPLINA
Portuguesa	I-ABSTRACCAO_DISCIPLINA
do	O
Colégio	B-ORGANIZACAO_INSTITUICAO
Militar	I-ORGANIZACAO_INSTITUICAO
,	O
autor	O
de	O
uma	O
Gramática	B-COISA_CLASSE
Descritiva	I-COISA_CLASSE
,	O
muito	O
em	O
voga	O
no	O
ensino	O
entre	B-TEMPO_TEMPO_CALEND
1887	I-TEMPO_TEMPO_CALEND
a	I-TEMPO_TEMPO_CALEND
1930	I-TEMPO_TEMPO_CALEND
,	O
mais	O
ou	O
menos	O
,	O
depois	B-TEMPO_TEMPO_CALEND
caída	O
injustamente	O
no	O
esquecimento	O
e	O
hoje	B-TEMPO_GENERICO
objeto	O
de	O
teses	O
de	O
pós	O
-	O
graduação	O
em	O
nossas	O
universidades	O
,	O
pelo	O
que	O
apresentava	O
de	O
intuições	O
transformadas	O
em	O
lições	O
da	O
lingüística	O
moderna	O
.	O
Nos	O
prefácios	O
e	O
em	O
notas	O
de	O
rodapé	O
,	O
entre	O
outras	O
oportunidades	O
,	O
José	B-PESSOA_INDIVIDUAL
Oiticica	I-PESSOA_INDIVIDUAL
ressalta	O
essa	O
contribuição	O
de	O
Maximino	B-PESSOA_INDIVIDUAL
.	O
Na	O
última	O
palestra	O
de	O
uma	O
série	O
proferida	O
em	O
São	B-LOCAL_HUMANO
Paulo	I-LOCAL_HUMANO
,	O
na	O
Rádio	B-LOCAL_HUMANO
Cruzeiro	I-LOCAL_HUMANO
do	I-LOCAL_HUMANO
Sul	I-LOCAL_HUMANO
,	O
na	B-TEMPO_TEMPO_CALEND
década	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
40	I-TEMPO_TEMPO_CALEND
,	O
refere	O
-	O
se	O
à	O
contribuição	O
do	O
gramático	O
sergipano	O
e	O
a	O
importância	O
da	O
sistematização	O
do	O
desenvolvimento	O
dos	O
programas	O
escolares	O
e	O
de	O
sua	O
aplicação	O
na	O
experiência	O
pedagógica	O
desenvolvida	O
no	O
Colégio	B-ORGANIZACAO_INSTITUICAO
Latino	I-ORGANIZACAO_INSTITUICAO
-	I-ORGANIZACAO_INSTITUICAO
Americano	I-ORGANIZACAO_INSTITUICAO
de	O
propriedade	O
de	O
Oiticica	B-PESSOA_INDIVIDUAL
,	O
entre	B-TEMPO_TEMPO_CALEND
1905	I-TEMPO_TEMPO_CALEND
e	I-TEMPO_TEMPO_CALEND
1908	I-TEMPO_TEMPO_CALEND
.	O
Foi	O
a	O
característica	O
de	O
sistematização	O
na	O
vida	O
e	O
na	O
obra	O
de	O
Antônio	B-PESSOA_INDIVIDUAL
Houaiss	I-PESSOA_INDIVIDUAL
que	O
me	O
fez	O
considerar	O
atrás	O
uma	O
síntese	O
feliz	O
dessa	O
atividade	O
o	O
título	O
do	O
depoimento	O
de	O
Vasco	B-PESSOA_INDIVIDUAL
Mariz	I-PESSOA_INDIVIDUAL
:	O
"	O
Um	B-ABSTRACCAO_NOME
processo	I-ABSTRACCAO_NOME
administrativo	I-ABSTRACCAO_NOME
-	I-ABSTRACCAO_NOME
ideológico	I-ABSTRACCAO_NOME
"	O
.	O
Vale	O
recordar	O
que	O
,	O
na	O
referência	O
aos	O
jovens	O
professores	O
que	O
colaboraram	O
na	O
revisão	O
do	O
Manual	B-OBRA_REPRODUZIDA
de	I-OBRA_REPRODUZIDA
Análise	I-OBRA_REPRODUZIDA
,	O
Oiticica	B-PESSOA_INDIVIDUAL
alude	O
a	O
"	O
modificações	O
de	O
quadros	O
"	O
e	O
ao	O
"	O
acuramento	O
na	O
disposição	O
geral	O
"	O
,	O
duas	O
facetas	O
de	O
uma	O
qualidade	O
central	O
que	O
se	O
chama	O
"	O
sistematização	O
"	O
.	O
O	O
segundo	O
elo	O
entre	O
Oiticica	B-PESSOA_INDIVIDUAL
e	O
Houaiss	B-PESSOA_INDIVIDUAL
está	O
no	O
interesse	O
da	O
descrição	O
do	O
sistema	O
fonético	O
do	O
português	O
,	O
especialmente	O
do	O
português	O
do	O
Brasil	B-LOCAL_HUMANO
.	O
José	B-PESSOA_INDIVIDUAL
Oiticica	I-PESSOA_INDIVIDUAL
,	O
depois	O
de	O
trabalhar	O
para	O
uma	O
tese	O
de	O
concurso	O
ao	O
Colégio	B-ORGANIZACAO_INSTITUICAO
Pedro	I-ORGANIZACAO_INSTITUICAO
II	I-ORGANIZACAO_INSTITUICAO
acerca	O
da	O
língua	O
de	O
Camões	B-PESSOA_INDIVIDUAL
,	O
apresenta	O
à	O
Congregação	B-PESSOA_GRUPOIND
,	O
em	B-TEMPO_TEMPO_CALEND
1916	I-TEMPO_TEMPO_CALEND
,	O
a	O
1.ª	O
série	O
de	O
seu	O
Estudos	B-OBRA_REPRODUZIDA
de	I-OBRA_REPRODUZIDA
Fonologia	I-OBRA_REPRODUZIDA
que	O
,	O
incontestavelmente	O
,	O
abre	O
novo	O
caminho	O
nesse	O
domínio	O
da	O
descrição	O
lingüística	O
entre	O
nós	O
.	O
Houaiss	B-PESSOA_INDIVIDUAL
sempre	O
cultivou	O
a	O
preocupação	O
da	O
descrição	O
fonética	O
,	O
tanto	O
ligado	O
ao	O
Oiticica	B-PESSOA_INDIVIDUAL
quanto	O
a	O
Nascentes	B-PESSOA_INDIVIDUAL
-	O
outro	O
notável	O
cultor	O
dos	O
estudos	O
fonéticos	O
-	O
,	O
e	O
o	O
ponto	O
mais	O
alto	O
dessa	O
atividade	O
está	O
consubstanciado	O
na	O
exaustiva	O
elaboração	O
da	O
Tentativa	B-OBRA_REPRODUZIDA
de	I-OBRA_REPRODUZIDA
Descrição	I-OBRA_REPRODUZIDA
do	I-OBRA_REPRODUZIDA
Sistema	I-OBRA_REPRODUZIDA
Vocálico	I-OBRA_REPRODUZIDA
do	I-OBRA_REPRODUZIDA
Português	I-OBRA_REPRODUZIDA
Culto	I-OBRA_REPRODUZIDA
na	I-OBRA_REPRODUZIDA
Área	I-OBRA_REPRODUZIDA
Dita	I-OBRA_REPRODUZIDA
Carioca	I-OBRA_REPRODUZIDA
,	O
em	B-TEMPO_TEMPO_CALEND
1959	I-TEMPO_TEMPO_CALEND
e	O
das	O
Normas	O
da	O
pronúncia	O
normal	O
do	O
Brasil	O
aprovadas	O
pelo	O
Primeiro	B-ACONTECIMENTO_ORGANIZADO
Congresso	I-ACONTECIMENTO_ORGANIZADO
Brasileiro	I-ACONTECIMENTO_ORGANIZADO
de	I-ACONTECIMENTO_ORGANIZADO
Língua	I-ACONTECIMENTO_ORGANIZADO
Falada	I-ACONTECIMENTO_ORGANIZADO
no	I-ACONTECIMENTO_ORGANIZADO
Teatro	I-ACONTECIMENTO_ORGANIZADO
,	O
realizado	O
em	B-TEMPO_TEMPO_CALEND
1956	I-TEMPO_TEMPO_CALEND
,	O
em	O
Salvador	B-LOCAL_HUMANO
(	O
Bahia	B-LOCAL_HUMANO
)	O
.	O
Só	O
um	O
sistematizador	O
empreende	O
,	O
como	O
empreendeu	O
Houaiss	B-PESSOA_INDIVIDUAL
,	O
o	O
caminho	O
para	O
o	O
dicionário	O
,	O
para	O
a	O
enciclopédia	O
,	O
para	O
a	O
crítica	O
textual	O
.	O
Sem	O
alusões	O
pejorativas	O
,	O
tivemos	O
,	O
no	O
campo	O
da	O
erudição	O
dicionarística	O
,	O
quatro	O
gigantes	O
na	O
seara	O
:	O
o	O
Padre	B-PESSOA_INDIVIDUAL
Augusto	I-PESSOA_INDIVIDUAL
Magne	I-PESSOA_INDIVIDUAL
,	O
Antenor	B-PESSOA_INDIVIDUAL
Nascentes	I-PESSOA_INDIVIDUAL
,	O
Aurélio	B-PESSOA_INDIVIDUAL
Buarque	I-PESSOA_INDIVIDUAL
de	I-PESSOA_INDIVIDUAL
Holanda	I-PESSOA_INDIVIDUAL
e	O
Antônio	B-PESSOA_INDIVIDUAL
Houaiss	I-PESSOA_INDIVIDUAL
.	O
O	O
sonhador	O
entre	O
eles	O
,	O
o	O
Padre	B-PESSOA_INDIVIDUAL
Magne	I-PESSOA_INDIVIDUAL
,	O
deixou	O
-	O
nos	O
inacabados	O
excelentes	O
dicionários	O
no	O
âmbito	O
do	O
português	O
e	O
do	O
latim	O
;	O
os	O
sistematizadores	O
,	O
e	O
disciplinados	O
,	O
os	O
demais	O
,	O
chegaram	O
com	O
sucesso	O
ao	O
fim	O
de	O
seus	O
projetos	O
lexicográficos	O
.	O
Também	O
Oiticica	B-PESSOA_INDIVIDUAL
empreendeu	O
a	O
elaboração	O
de	O
um	O
Novo	B-OBRA_PLANO
Dicionário	I-OBRA_PLANO
Popular	I-OBRA_PLANO
da	I-OBRA_PLANO
Língua	I-OBRA_PLANO
Portuguesa	I-OBRA_PLANO
Prosódico	I-OBRA_PLANO
e	I-OBRA_PLANO
Ortográfico	I-OBRA_PLANO
que	O
,	O
apesar	O
dos	O
seus	O
16	B-VALOR_QUANTIDADE
fascículos	O
,	O
ficou	O
incompleto	O
,	O
por	O
falta	O
de	O
recursos	O
para	O
prossegui	O
-	O
lo	O
.	O
O	O
trato	O
com	O
a	O
língua	O
e	O
seu	O
léxico	O
está	O
presente	O
em	O
Oiticica	B-PESSOA_INDIVIDUAL
e	O
em	O
Houaiss	B-PESSOA_INDIVIDUAL
,	O
o	O
que	O
leva	O
os	O
dois	O
a	O
defender	O
a	O
necessidade	O
da	O
riqueza	O
vocabular	O
.	O
As	O
seguintes	O
palavras	O
são	O
do	O
velho	O
mestre	O
do	O
Colégio	B-ORGANIZACAO_INSTITUICAO
Pedro	I-ORGANIZACAO_INSTITUICAO
II	I-ORGANIZACAO_INSTITUICAO
,	O
mas	O
Houaiss	B-PESSOA_INDIVIDUAL
poderia	O
subscrevê	O
-	O
las	O
com	O
prazer	O
e	O
com	O
assentimento	O
:	O
O	O
primeiro	O
mister	O
do	O
escritor	O
é	O
apreender	O
o	O
sistema	O
vocabular	O
de	O
sua	O
língua	O
.	O
Tal	O
apreensão	O
há	O
de	O
fazer	O
-	O
se	O
em	O
dois	O
sentidos	O
:	O
extensão	O
e	O
profundidade	O
.	O
Ora	O
,	O
o	O
vocabulário	O
das	O
línguas	O
civilizadas	O
cresce	O
todo	B-TEMPO_FREQUENCIA
dia	I-TEMPO_FREQUENCIA
,	O
rapidamente	O
em	O
extensão	O
,	O
quase	O
inteira	O
,	O
no	O
setor	O
técnico	O
,	O
industrial	O
principalmente	O
.	O
Novas	O
cousas	O
,	O
novos	O
produtos	O
;	O
novas	O
máquinas	O
,	O
novos	O
nomes.3	O
Ou	O
mais	O
adiante	O
:	O
O	O
estudo	O
penetrante	O
do	O
vocabulário	O
nos	O
dois	O
sentidos	O
apontados	O
capacita	O
o	O
escritor	O
de	O
exprimir	O
tudo	O
com	O
a	O
máxima	O
propriedade	O
.	O
Potência	O
vocabular	O
e	O
riqueza	O
de	O
dicção	O
constituem	O
os	O
dois	O
tesouros	O
essenciais	O
do	O
escritor	O
.	O
Foi	O
esse	O
o	O
alforje	O
de	O
um	O
Camilo	B-PESSOA_INDIVIDUAL
Castelo	I-PESSOA_INDIVIDUAL
Branco	I-PESSOA_INDIVIDUAL
,	O
singular	O
milagre	O
literário.4	O
Dos	O
grandes	O
mestres	O
do	O
idioma	O
com	O
quem	O
Houaiss	B-PESSOA_INDIVIDUAL
conviveu	O
como	O
aluno	O
e	O
discípulo	O
-	O
Oiticica	B-PESSOA_INDIVIDUAL
,	O
Sousa	B-PESSOA_INDIVIDUAL
da	I-PESSOA_INDIVIDUAL
Silveira	I-PESSOA_INDIVIDUAL
e	O
Antenor	B-PESSOA_INDIVIDUAL
Nascentes	I-PESSOA_INDIVIDUAL
-	O
só	O
o	O
primeiro	O
possuía	O
esse	O
desvanecimento	O
pela	O
riqueza	O
vocabular	O
,	O
como	O
também	O
o	O
praticava	O
nos	O
seus	O
escritos	O
,	O
em	O
prosa	O
ou	O
poesia	O
.	O
Oiticica	B-PESSOA_INDIVIDUAL
debruçou	O
-	O
se	O
nos	O
escritores	O
de	O
léxico	O
pujante	O
,	O
fichando	O
seu	O
arsenal	O
vocabular	O
,	O
como	O
,	O
segundo	O
suas	O
declarações	O
,	O
fez	O
de	O
autores	O
portugueses	O
(	O
Camilo	B-PESSOA_INDIVIDUAL
e	O
Aquilino	B-PESSOA_INDIVIDUAL
Ribeiro	I-PESSOA_INDIVIDUAL
)	O
e	O
brasileiros	O
(	O
Rui	B-PESSOA_INDIVIDUAL
,	O
Euclides	B-PESSOA_INDIVIDUAL
e	O
Coelho	B-PESSOA_INDIVIDUAL
Neto	I-PESSOA_INDIVIDUAL
)	O
.	O
Defende	O
este	O
último	O
de	O
maneira	O
veemente	O
:	O
«	O
Houve	O
quem	O
acoimasse	O
Coelho	B-PESSOA_INDIVIDUAL
Neto	I-PESSOA_INDIVIDUAL
de	O
maníaco	O
nesse	O
ponto	O
,	O
glosando	O
-	O
se	O
que	O
inventava	O
as	O
histórias	O
para	O
empregar	O
certos	O
vocábulos	O
.	O
Não	O
me	O
parece	O
real	O
a	O
coima	O
.	O
O	O
que	O
reconheço	O
é	O
serem	O
seus	O
vocábulos	O
empregados	O
com	O
perfeita	O
precisão».5	O
Léxico	O
extenso	O
e	O
profundo	O
não	O
se	O
há	O
de	O
confundir	O
com	O
exuberância	O
desenfreada	O
,	O
catadupa	O
lexical	O
que	O
camba	O
para	O
a	O
verborragia	O
.	O
Oiticica	B-PESSOA_INDIVIDUAL
condena	O
-	O
o	O
,	O
ainda	O
que	O
venha	O
sob	O
a	O
chancela	O
de	O
um	O
bom	O
autor	O
:	O
Finalmente	O
,	O
há	O
também	O
,	O
o	O
vocabulário	O
destrambelhado	O
,	O
sem	O
regra	O
nem	O
medida	O
,	O
felizmente	O
raro	O
ou	O
ímpar	O
.	O
É	O
o	O
de	O
Fialho	B-PESSOA_INDIVIDUAL
de	I-PESSOA_INDIVIDUAL
Almeida	I-PESSOA_INDIVIDUAL
.	O
Nem	O
sua	O
centelha	O
inconfundível	O
logrou	O
salvá	O
-	O
lo.6	O
Outra	O
estreita	O
afinidade	O
entre	O
essas	O
duas	O
inteligências	O
-	O
Houaiss	B-PESSOA_INDIVIDUAL
e	O
Oiticica	B-PESSOA_INDIVIDUAL
ou	O
Oiticica	B-PESSOA_INDIVIDUAL
e	O
Houaiss	B-PESSOA_INDIVIDUAL
-	O
é	O
o	O
respeito	O
à	O
língua	O
padrão	O
,	O
à	O
norma	O
culta	O
,	O
apanágio	O
da	O
Cultura	B-ABSTRACCAO_IDEIA
,	O
que	O
,	O
longe	O
de	O
ser	O
entendida	O
como	O
antiliberal	O
e	O
aprofundadora	O
das	O
diferenças	O
sociais	O
,	O
é	O
tida	O
como	O
um	O
ponto	O
ideal	O
a	O
ser	O
atingido	O
pela	O
ação	O
da	O
escola	O
e	O
das	O
diversas	O
agências	O
de	O
cultura	O
de	O
que	O
dispõe	O
a	O
sociedade	O
.	O
Ambos	O
eram	O
devotos	O
da	O
disciplina	O
gramatical	O
.	O
Tal	O
orientação	O
coincide	O
com	O
a	O
de	O
um	O
dos	O
maiores	O
teóricos	O
da	O
linguagem	O
dos	B-TEMPO_GENERICO
nossos	I-TEMPO_GENERICO
dias	I-TEMPO_GENERICO
.	O
Eugenio	B-PESSOA_INDIVIDUAL
Coseriu	I-PESSOA_INDIVIDUAL
,	O
em	O
resumo	O
de	O
uma	O
conferência	O
no	O
Liceu	B-LOCAL_HUMANO
Literário	I-LOCAL_HUMANO
Português	I-LOCAL_HUMANO
,	O
assim	O
se	O
manifesta	O
:	O
Na	O
lingüística	O
atual	O
considera	O
-	O
se	O
com	B-TEMPO_FREQUENCIA
freqüência	I-TEMPO_FREQUENCIA
só	O
a	O
língua	O
falada	O
'	O
primária	O
'	O
(	O
espontânea	O
ou	O
'	O
usual	O
'	O
)	O
como	O
'	O
natural	O
'	O
e	O
'	O
livre	O
'	O
,	O
ao	O
mesmo	O
tempo	O
que	O
a	O
língua	O
exemplar	O
(	O
ou	O
'	O
língua	O
padrão	O
'	O
)	O
e	O
a	O
forma	O
literária	O
desta	O
se	O
consideram	O
como	O
'	O
artificiais	O
'	O
e	O
'	O
impostas	O
'	O
.	O
Por	O
conseguinte	O
,	O
consideram	O
-	O
se	O
também	O
só	O
a	O
gramática	O
descritiva	O
'	O
objetivista	O
'	O
como	O
realmente	O
científica	O
e	O
a	O
gramática	O
normativa	O
como	O
expressão	O
sem	O
fundamento	O
científico	O
duma	O
atitude	O
antiliberal	O
e	O
dogmática	O
.	O
Trata	O
de	O
erros	O
e	O
confusões	O
teóricas	O
que	O
procedem	O
da	O
concepção	O
positivista	O
vulgar	O
da	O
linguagem	O
e	O
da	O
Lingüística	B-ABSTRACCAO_DISCIPLINA
.	O
Na	O
realidade	O
e	O
,	O
portanto	O
,	O
na	O
boa	O
teoria	O
,	O
a	O
língua	O
literária	O
representa	O
o	O
grau	O
mais	O
alto	O
da	O
dimensão	O
deôntica	O
(	O
o	O
'	O
dever	O
ser	O
'	O
)	O
da	O
língua	O
;	O
e	O
a	O
gramática	O
normativa	O
é	O
a	O
manifestação	O
metalingüística	O
explícita	O
desta	O
dimensão.7	O
Sem	O
compará	O
-	O
lo	O
a	O
Oiticica	B-PESSOA_INDIVIDUAL
,	O
Sílvio	B-PESSOA_INDIVIDUAL
Elia	I-PESSOA_INDIVIDUAL
,	O
no	O
seu	O
estudo	O
sobre	O
Houaiss	B-PESSOA_INDIVIDUAL
,	O
chamou	O
-	O
nos	O
a	O
atenção	O
para	O
este	O
aspecto	O
do	O
pensamento	O
lingüístico	O
-	O
pedagógico	O
-	O
político	O
do	O
nosso	O
homenageado	O
.	O
Como	O
Oiticica	B-PESSOA_INDIVIDUAL
,	O
Houaiss	B-PESSOA_INDIVIDUAL
não	O
perfilhou	O
a	O
tese	O
populista	O
para	O
quem	O
,	O
no	O
dizer	O
de	O
Sílvio	B-PESSOA_INDIVIDUAL
,	O
"	O
a	O
língua	O
errada	O
do	O
povo	O
"	O
era	O
a	O
forma	O
autêntica	O
da	O
fala	O
brasileira	O
.	O
Nisto	O
,	O
Oiticica	B-PESSOA_INDIVIDUAL
enquanto	O
anarquista	O
,	O
e	O
Houaiss	B-PESSOA_INDIVIDUAL
enquanto	O
socialista	O
,	O
tocam	O
numa	O
e	O
mesma	O
tecla	O
.	O
Como	O
bem	O
resumiu	O
Sílvio	B-PESSOA_INDIVIDUAL
Elia	I-PESSOA_INDIVIDUAL
,	O
«	O
Pode	O
,	O
por	O
conseguinte	O
,	O
o	O
homem	O
,	O
ser	O
racional	O
e	O
livre	O
que	O
é	O
,	O
melhorar	O
,	O
aperfeiçoar	O
o	O
seu	O
comportamento	O
por	O
um	O
processo	O
chamado	O
"	O
educação	O
"	O
(	O
...	O
)	O
A	O
escola	O
,	O
no	O
que	O
tange	O
ao	O
ensino	O
da	O
língua	O
portuguesa	O
,	O
ministrará	O
,	O
portanto	O
,	O
ao	O
aluno	O
os	O
conhecimentos	O
necessários	O
para	O
o	O
domínio	O
satisfatório	O
do	O
padrão	O
culto	O
do	O
idioma	O
pátrio».8	O
Neste	O
particular	O
,	O
Oiticica	B-PESSOA_INDIVIDUAL
,	O
tão	O
fiel	O
à	O
sua	O
noção	O
de	O
ordem	O
e	O
de	O
perfeição	O
idiomática	O
,	O
não	O
aceitou	O
os	O
"	O
futuristas	O
