Coletivo	B-ABSTRACCAO_DISCIPLINA
Portugal	B-ORGANIZACAO_ADMINISTRACAO
alguém	O
ou	O
alguma	O
coisa	O
a	O
que	O
Vasco	B-PESSOA_INDIVIDUAL
Pulido	O
Valente	O
já	O
não	O
tenha	O
chamado	O
``	O
ignorante	O
''	B-PESSOA_INDIVIDUAL
?	O
Da	O
Bauhaus	O
para	O
...	O
a	B-TEMPO_TEMPO_CALEND
House	O
:	B-OBRA_REPRODUZIDA
``	O
Eu	O
estou	O
tentando	O
mostrar	O
minha	O
idéia	O
de	O
como	O
será	O
a	O
vida	O
no	B-TEMPO_TEMPO_CALEND
século	B-TEMPO_GENERICO
vinte	I-TEMPO_GENERICO
e	B-TEMPO_DURACAO
um	O
.	O
A	O
tecnologia	O
vai	O
moldar	O
a	B-TEMPO_TEMPO_CALEND
maneira	O
como	O
pensamos.	O
Por	O
exemplo	O
,	O
à	O
medida	O
que	O
as	O
coisas	O
ficam	O
mais	B-VALOR_QUANTIDADE
caras	O
,	O
o	O
espaço	O
se	O
torna	O
uma	O
coisa	O
rarefeita.	O
Posso	O
ver	O
isso	O
já	O
acontecendo	O
em	O
Londres	B-LOCAL_HUMANO
.	O
Logo	O
,	O
a	O
tecnologia	O
vai	O
criar	O
espaços	O
de	O
outras	O
formas.	O
Espaços	O
virtuais.	O
Espaços	O
sonoros	O
.	O
''	O
O	O
tecno	O
de	O
Detroit	O
é	O
arquitetura.	O
É	O
por	O
isso	O
que	O
não	O
há	O
progressão	O
narrativa	O
,	O
mudanças	O
de	O
acordes	O
,	O
desdobramentos	O
temáticos	O
,	O
nem	O
contraponto.	O
Espaços	O
sonoros	O
,	O
não	O
som	O
viajando	O
através	O
do	O
tempo.	O
''	B-PESSOA_INDIVIDUAL
Tão	O
poucas	O
pessoas	O
entendem	O
isso	O
''	B-PESSOA_INDIVIDUAL
,	O
diz	O
Mills	O
,	O
falando	O
em	B-TEMPO_TEMPO_CALEND
minimalismo	O
,	O
``	O
Como	O
só	O
deixar	O
a	O
coisa	O
tocar	O
...	O
''	B-PESSOA_INDIVIDUAL
Os	O
carros	O
e	O
edifícios	O
se	O
desmaterializaram	O
em	B-TEMPO_TEMPO_CALEND
resposta	O
à	O
tração	O
do	O
futuro.	O
''	B-PESSOA_INDIVIDUAL
Nós	O
estamos	O
quase	B-VALOR_QUANTIDADE
fora	O
da	O
fase	O
do	O
territorial	O
''	B-PESSOA_INDIVIDUAL
,	O
diz	O
Mills	O
.	O
Detroit	O
,	O
a	O
primeira	O
cidade	O
portátil.	O
Seus	O
habitantes	O
a	B-TEMPO_TEMPO_CALEND
virtualizaram	O
muito	O
tempo	O
atrás	B-TEMPO_TEMPO_CALEND
.	O
''	O
Isto	O
é	O
o	O
que	O
muitas	O
pessoas	O
costumavam	O
fazer	O
em	B-TEMPO_TEMPO_CALEND
Detroit	O
.	O
Nós	O
poderíamos	O
criar	O
uma	O
canção	O
só	O
para	O
a	B-TEMPO_TEMPO_CALEND
ambiência	O
,	O
só	O
para	O
o	O
local	O
onde	O
você	O
mora	O
,	O
e	O
deixá-la	O
rolar	O
por	O
todo	O
o	B-TEMPO_GENERICO
dia	I-TEMPO_GENERICO
.	O
Esta	O
não	O
é	O
a	O
música	O
que	O
você	O
vai	O
eventualmente	O
colocar	O
num	O
DAT	O
e	O
vender.	O
É	O
música	O
habitável	O
.	O
''	O
Evolução	O
da	O
Máquina	O
:	B-OBRA_REPRODUZIDA
É	O
perceptível	O
,	O
quando	O
se	O
escuta	O
Mills	O
,	O
que	O
apesar	O
dele	O
pensar	O
sua	O
música	O
em	O
termos	O
concretos	O
(	O
cordas	O
``	O
se	O
liquefazem	O
no	O
corpo	O
''	B-PESSOA_INDIVIDUAL
como	O
``	O
ao	O
ligar	O
um	O
aquecedor	O
''	B-PESSOA_INDIVIDUAL
)	O
,	O
o	O
som	O
frequentemente	B-TEMPO_FREQUENCIA
parece	O
ser	O
só	O
sinal	O
para	O
ele	O
,	O
só	O
um	O
veículo	O
para	O
a	B-TEMPO_TEMPO_CALEND
mensagem.	O
Então	O
tem	O
essa	O
mensagem	O
um	O
conteúdo	O
?	O
O	O
inovador	O
selo	O
de	O
Detroit	O
Underground	O
Resistance	O
(	O
UR	O
)	O
,	O
que	O
Mills	O
fundou	O
com	O
Mike	O
Banks	O
,	O
costumava	O
emplastrar	O
suas	O
capas	O
com	O
linguagem	O
tipo-manifesto	O
,	O
preparando	O
seu	O
público	O
para	O
alguma	O
indefinida	O
revolução	O
sônica.	O
Logo	O
eu	O
quis	O
saber	O
se	O
``	O
a	O
mensagem	O
''	B-PESSOA_INDIVIDUAL
é	O
política.	O
''	B-PESSOA_INDIVIDUAL
Oh	O
,	O
não	O
''	O
,	O
diz	O
Mills	O
.	O
''	O
É	O
abstrata.	O
É	O
o	O
que	O
você	O
está	O
tentando	O
dizer	O
.	O
''	O
Bem	O
,	O
isso	O
me	O
esclareceu.	O
Mills	O
é	O
totalmente	O
inacessível	O
sobre	O
conteúdo	O
ou	O
inspiração	O
para	O
os	O
sons	O
de	O
seus	O
álbuns.	O
Não	O
parece	O
haver	O
uma	O
clara	O
agenda	O
estética	O
ou	O
social.	O
Mas	O
ele	O
tem	O
alguns	O
princípios	O
organizativos	O
pouco	O
usuais.	O
''	B-PESSOA_INDIVIDUAL
Eu	O
penso	O
num	O
conceito	O
e	O
provavelmente	O
o	O
ponho	O
em	B-TEMPO_TEMPO_CALEND
algum	O
tipo	O
de	O
escala	O
de	O
cor	O
,	O
''	B-PESSOA_INDIVIDUAL
ele	O
me	O
conta	O
em	B-TEMPO_TEMPO_CALEND
certo	O
momento.	O
''	B-PESSOA_INDIVIDUAL
Preciso	O
de	O
uma	O
sensação	O
muito	O
clara	O
com	O
algum	O
tanto	O
de	O
drama	O
,	O
então	O
talvez	O
eu	O
pegue	O
verde.	O
Em	B-TEMPO_TEMPO_CALEND
minha	O
mente	O
tenho	O
esta	O
idéia	O
de	O
como	O
soa	O
o	O
verde.	O
Verde	B-LOCAL_HUMANO
é	O
as	O
frequências	O
que	O
são	O
mais	O
baixas	O
,	O
não	O
subsônicas	O
,	O
mas	O
de	O
médio	O
alcance	O
.	O
''	O
Então	O
ele	O
confusamente	O
glosa	O
isso	O
dizendo	O
``	O
é	O
como	O
se	O
você	O
pegasse	O
um	O
teclado	O
e	O
começasse	O
do	O
branco	O
e	O
fosse	O
por	O
todo	O
o	O
caminho	O
até	O
o	O
negro	O
.	O
''	O
A	O
maior	O
parte	O
das	O
vezes	O
Mills	O
fala	O
de	O
si	O
mesmo	B-TEMPO_TEMPO_CALEND
como	O
o	O
originador	O
da	O
mensagem	O
,	O
usando	O
o	O
usual	O
e	O
romântico	O
vocabulário	O
do	O
artista	O
,	O
do	O
criador.	O
Mas	O
ele	O
é	O
um	O
criador	O
com	O
uma	O
relação	O
peculiar	O
com	O
seus	O
instrumentos.	O
''	B-PESSOA_INDIVIDUAL
Geralmente	O
eu	O
dou	O
início	O
numa	O
sequência	O
e	O
então	O
deixo	O
ela	O
tocar.	O
Eu	O
saio	O
e	O
deixo-a	O
tocando	O
por	O
cerca	B-VALOR_QUANTIDADE
de	I-VALOR_QUANTIDADE
vinte	O
e	B-TEMPO_DURACAO
quatro	O
horas	O
.	O
As	O
máquinas	O
flutuam.	O
Com	O
o	O
passar	O
do	O
tempo	O
a	B-TEMPO_TEMPO_CALEND
sequência	O
muda	O
ligeiramente.	O
As	B-TEMPO_GENERICO
máquinas	O
moldam	O
a	O
si	O
mesmas	O
,	O
dando	O
seu	O
próprio	O
caráter	O
a	O
uma	O
faixa.	O
Nós	O
fizemos	O
muito	O
disso	O
com	O
o	O
UR	O
.	O
Algumas	O
vezes	O
nós	O
deixamos	O
o	O
som	O
rolar	O
por	O
vários	O
dias	B-TEMPO_GENERICO
.	O
Ele	O
evoluia	O
para	O
um	O
estado	O
muito	O
fixo.	O
''	B-PESSOA_INDIVIDUAL
O	O
tecno	O
,	O
obviamente	O
,	O
é	O
música	O
da	O
e	O
sobre	O
a	O
tecnologia	O
.	O
''	O
Os	O
produtores	O
estão	O
familiarizados	O
com	O
seu	O
kit	O
de	O
estúdio	O
e	O
o	O
imaginário	O
de	O
cabine	O
de	O
vôos	O
,	O
painéis	O
de	O
controle	O
e	O
instrumentação	O
(	O
``	O
e	O
agora	O
...	O
Eu	O
aperto	O
esse	O
switch	O
''	B-PESSOA_INDIVIDUAL
)	O
,	O
que	O
tem	O
desde	B-TEMPO_TEMPO_CALEND
sempre	O
temperado	O
samplers	O
e	O
títulos	O
de	O
canções	O
,	O
sinalizando	O
sua	O
afinidade	O
com	O
tecnicistas	O
de	O
outros	O
tipos.	O
Detroit	O
,	O
como	O
o	O
lugar	O
imaginário	O
onde	O
uma	O
velha	O
geração	O
de	O
máquinas	O
industriais	O
está	O
dando	O
lugar	O
a	B-TEMPO_TEMPO_CALEND
máquinas	O
de	O
informação	O
,	O
fluxos	O
se	O
acelerando	O
e	O
desmaterializando	O
,	O
é	O
onde	O
relações	O
humanas	O
com	O
a	O
tecnologia	O
estão	O
sendo	O
reconfiguradas.	O
Jeff	O
Mills	O
sai	O
para	O
o	O
cinema	O
e	O
deixa	O
as	O
máquinas	O
evoluirem	O
sua	O
sequência	O
no	O
estúdio	O
,	O
e	O
ao	O
fazê-lo	O
assim	O
faz	O
o	O
comentário	O
talvez	O
mais	B-VALOR_QUANTIDADE
eloquente	O
que	O
nós	O
temos	O
de	O
uma	O
mudança	O
cultural	O
em	B-TEMPO_TEMPO_CALEND
todos	O
os	O
tipos	O
de	O
produção	O
,	O
artística	O
e	O
de	O
outro	O
tipo.	O
É	O
uma	O
tensão	O
que	O
tem	O
sido	O
há	O
muito	B-TEMPO_TEMPO_CALEND
tempo	I-TEMPO_TEMPO_CALEND
sentida	O
na	O
música	O
pop	O
,	O
bem	O
expressa	O
no	O
slogan	O
mal	O
intensionado	O
de	O
camiseta	O
de	O
garotada	O
indie	O
de	O
alguns	O
anos	O
atrás	B-TEMPO_TEMPO_CALEND
:	B-OBRA_REPRODUZIDA
'os	O
escrotos	O
sem	O
cara	O
do	O
tecno	O
.	O
'	O
(	O
Por	O
todo	B-TEMPO_GENERICO
lugar	O
outras	O
camisetas	O
respondiam	O
``	O
foda-se	O
o	O
Britpop	O
``	O
)	O
.	O
Nestes	O
dias	B-TEMPO_GENERICO
o	O
ídolo	O
de	O
rock	O
,	O
Liam	O
Oásis	O
da	O
Vida	B-OBRA_REPRODUZIDA
,	O
em	O
cada	O
polegada	O
o	O
artista	O
tradicional	O
,	O
solitário	O
e	O
romanticamente	O
sofrendo	O
no	O
palco	O
,	O
está	O
em	B-TEMPO_TEMPO_CALEND
combate	O
mortal	O
com	O
alguma	O
coisa	O
distribuída	O
,	O
cambiante	O
(	O
Mills	O
é	O
x102	O
,	O
UR	O
,	O
Axis	O
...	O
)	O
e	O
não	O
de	O
todo	O
humana.	O
Algumas	O
vezes	O
Mills	O
se	O
auto	O
denomina	O
'	O
Criador	O
de	O
propósitos	O
'	O
e	O
o	O
ouvinte	O
encontra	O
a	O
seguinte	O
afirmação	O
(	O
não-assinada	O
)	O
numa	O
capa	O
:	B-OBRA_REPRODUZIDA
``	O
só	O
a	O
consciência	O
de	O
um	O
propósito	O
que	O
é	O
maior	O
que	O
qualquer	O
homem	O
pode	O
semear	O
e	O
fortificar	O
as	O
almas	O
dos	O
homens	O
.	O
''	O
É	O
muito	O
fácil	O
identificar	O
o	O
criador	O
de	O
propósitos	O
como	O
o	O
artista	O
e	O
o	O
poder	O
como	O
Deus	B-PESSOA_INDIVIDUAL
.	O
Em	B-TEMPO_TEMPO_CALEND
Detroit	O
o	O
poder	O
que	O
é	O
maior	O
que	O
o	O
homem	O
,	O
que	O
está	O
semeando	O
e	O
fertilizando	O
sua	O
alma	O
,	O
é	O
inorgânico	O
,	O
sem	O
nome	O
,	O
baseado	O
em	B-TEMPO_TEMPO_CALEND
silício.	O
Medo	O
``	O
Algumas	O
vezes	O
quando	O
eu	O
penso	O
em	O
um	O
ritmo	O
''	B-PESSOA_INDIVIDUAL
,	O
diz	O
Mills	O
,	O
``	O
eu	O
penso	O
numa	O
máquina	O
que	O
está	O
-	O
caminhando	O
em	B-TEMPO_TEMPO_CALEND
algum	O
lugar	O
,	O
algum	O
tipo	O
de	O
movimento	O
,	O
e	O
eu	O
tento	O
vividamente	O
criar	O
esse	O
tipo	O
de	O
progressão	O
melódica	O
.	O
''	O
Tanques	O
robôs	O
,	O
linhas	O
de	O
montagem	O
,	O
colonizando	O
a	O
imaginação	O
,	O
articuladas	O
como	O
vias	O
permanentes	O
de	O
batidas	O
pesadas	O
bombando	O
os	O
corpos	O
do	O
público	O
dançante.	O
Quem	O
origina	O
esse	O
ritmo	O
?	O
Nós	O
ou	O
eles	O
?	O
Reconstitua	O
o	O
processo	O
de	O
volta.	O
Quem	O
veio	O
primeiro	O
?	O
Artista	O
ou	O
máquina	O
?	O
A	O
idéia	O
da	O
máquina	O
na	O
mente	O
do	O
artista	O
?	O
O	O
que	O
pôs	O
a	O
idéia	O
ali	O
?	O
Eterno	O
retorno	O
...	O
O	O
tecno	O
de	O
Detroit	O
é	O
também	O
música	O
assustadora	O
,	O
assustadora	O
precisamente	O
por	O
que	O
sua	O
implacável	O
repetição	O
nos	O
lembra	O
de	O
nossa	O
imersão	O
em	B-TEMPO_TEMPO_CALEND
sistemas	O
mecanizados	O
,	O
computadorizados.	O
Detroit	O
fetichiza	O
esta	O
relação	O
:	B-OBRA_REPRODUZIDA
tome	O
drogas	O
,	O
conecte	O
seu	O
corpo	O
ao	O
ritmo	O
das	O
máquinas	O
-	O
não	O
é	O
nada	O
diferente	O
do	O
que	O
você	O
faz	O
no	O
escritório	O
todo	B-TEMPO_GENERICO
dia	I-TEMPO_GENERICO
.	O
Talvez	O
você	O
se	O
sinta	O
como	O
um	O
rato	O
de	O
laboratório	O
pressionando	O
uma	O
alavanca	O
por	O
doses	O
de	O
endorfinas.	O
Ao	B-COISA_CLASSE
menos	O
às	O
três	B-TEMPO_TEMPO_CALEND
da	O
manhã	B-TEMPO_TEMPO_CALEND
num	O
galpão	O
(	O
warehouse	O
,	O
pra	O
raves	O
)	O
quando	O
embarca	O
numa	O
outra	O
pastilha	O
,	O
você	O
sabe	O
que	O
é	O
um	O
honesto	O
rato	O
de	O
laboratório	O
.	O
