Revisão	B-Evento
os	O
brinquedos	O
são	O
exemplo	O
,	O
considerados	O
enquanto	O
artefactos	O
utilizados	O
no	O
processo	O
educativo	O
em	O
Arquitetura.	O
Por	O
outro	O
lado	O
,	O
a	O
consideração	O
dos	O
espaços	O
e	O
atividades	O
que	O
envolvem	O
o	O
ensino	O
da	O
Arquitetura	O
enquanto	O
determinantes	O
do	O
sucesso	O
da	O
aprendizagem	O
em	O
Arquitetura.	O
Ao	O
longo	O
de	O
dois	O
dias	O
,	O
conferencistas	B-Pessoa
vindos	I-Pessoa
de	O
diferentes	O
âmbitos	O
profissionais	O
e	O
académicos	O
,	O
nacional	O
e	O
internacionalmente	O
,	O
irão	O
abordar	O
vários	O
temas	O
de	O
interesse	O
para	O
arquitectos	O
,	O
artistas	O
,	O
educadores	O
e	O
estudantes	O
,	O
mas	O
também	O
para	O
os	O
profissionais	O
ligados	O
à	O
produção	O
e	O
comércio	O
de	O
brinquedos	O
e	O
todos	O
os	O
que	O
,	O
de	O
alguma	O
forma	O
,	O
se	O
interessam	O
pela	O
educação.	B-Organizacao
Oradores	I-Organizacao
convidados	O
confirmados	O
:	O
Biagio	B-Pessoa
Di	I-Pessoa
Carlo	I-Pessoa
,	O
Carlos	B-Pessoa
Prata	I-Pessoa
,	O
Diogo	B-Pessoa
Aguiar	I-Pessoa
,	O
Elvira	B-Pessoa
Leite	I-Pessoa
,	O
Franco	B-Pessoa
La	I-Pessoa
Cecla	I-Pessoa
,	O
Gabriela	B-Pessoa
Burkhalter	I-Pessoa
,	O
Gilles	B-Pessoa
Brougére	I-Pessoa
,	O
Juan	B-Pessoa
Bordes	I-Pessoa
,	O
Tamar	B-Pessoa
Zinguer	I-Pessoa
,	O
Virgínio	B-Pessoa
Moutinho	I-Pessoa
e	I-Pessoa
Xosé	B-Pessoa
Manuel	I-Pessoa
Rosales	I-Pessoa
.	O
Organização	O
:	O
Marco	B-Pessoa
Ginoulhiac	I-Pessoa
,	O
Ana	B-Pessoa
Neiva	I-Pessoa
e	O
Rodrigo	B-Pessoa
Coelho	I-Pessoa
(	O
CEAU-FAUP	B-UnidadeOrganica
)	O
,	O
Jorge	B-Pessoa
Raedo	I-Pessoa
,	O
Fermin	B-Pessoa
Blanco	I-Pessoa
,	O
Virginia	B-Pessoa
Navarro	I-Pessoa
Martínez	I-Pessoa
,	O
Xosé	B-Pessoa
Manuel	I-Pessoa
Rosales	I-Pessoa
e	O
Santiago	B-Pessoa
Atrio	I-Pessoa
Cerezo	I-Pessoa
.	O
O	O
preço	O
reduzido	O
mantém-se	O
para	O
todos	O
os	O
estudantes	O
e	O
docentes	O
da	O
U.Porto	B-Organizacao
.	O
+	O
info	O
www.ludicarchitecture.arq.up.pt	O
ludicarchitecture	O
@	O
arq.up.pt	O
Docentes	O
da	O
FAUP	B-UnidadeOrganica
concorrem	O
com	O
projectos	O
para	O
o	O
Prémio	O
Edifício	O
do	O
Ano	O
2017	O
do	O
ArchDaily	O
O	O
Prémio	O
ArchDaily	B-Organizacao
Building	I-Organizacao
of	I-Organizacao
the	I-Organizacao
Year	I-Organizacao
2017	I-Organizacao
tem	O
mais	O
de	O
três	O
mil	O
obras	O
a	O
concurso	O
através	O
de	O
votação	O
online	O
até	O
30	B-Data
de	I-Data
Janeiro	I-Data
de	I-Data
2017	I-Data
.	O
A	O
plataforma	O
online	O
ArchDaily	O
vai	O
eleger	O
,	O
pelo	O
oitavo	O
ano	O
consecutivo	O
,	O
os	O
edifícios	O
do	O
ano	O
de	O
2017	B-Data
.	O
O	O
Prémio	O
ArchDaily	B-Organizacao
Building	I-Organizacao
of	I-Organizacao
the	I-Organizacao
Year	I-Organizacao
2017	I-Organizacao
tem	O
as	O
votações	O
abertas	O
por	O
categoria	O
até	O
30	B-Data
de	I-Data
Janeiro	I-Data
de	I-Data
2017	I-Data
.	O
Das	O
124	B-Hora
obras	I-Hora
portuguesas	O
a	O
concurso	O
,	O
sete	O
são	O
da	O
autoria	O
de	O
docentes	O
da	O
FAUP	B-UnidadeOrganica
:	O
o	O
projecto	O
do	O
Instituto	B-UnidadeOrganica
de	I-UnidadeOrganica
Inovação	I-UnidadeOrganica
e	O
Investigação	O
em	O
Saúde	O
-	O
I3S	B-Organizacao
,	O
no	O
Porto	B-Localizacao
,	O
de	O
João	B-Pessoa
Pedro	I-Pessoa
Serôdio	I-Pessoa
(	O
Serôdio	B-Organizacao
Furtado	I-Organizacao
&	I-Organizacao
amp	I-Organizacao
;	I-Organizacao
Associados	O
)	O
,	O
o	O
Museu	B-Organizacao
Municipal	I-Organizacao
Abade	I-Organizacao
Pedrosa	I-Organizacao
,	O
em	O
Santo	B-Localizacao
Tirso	I-Localizacao
,	O
de	O
Álvaro	B-Pessoa
Siza	I-Pessoa
e	O
Eduardo	B-Pessoa
Souto	I-Pessoa
de	I-Pessoa
Moura	I-Pessoa
,	O
o	O
Museu	O
de	O
Arte	O
Contemporânea	O
Nadir	B-Pessoa
Afonso	I-Pessoa
,	O
em	O
Chaves	B-Localizacao
,	O
também	O
de	O
Álvaro	B-Pessoa
Siza	I-Pessoa
,	O
Escola	O
no	O
Padrão	B-Localizacao
da	I-Localizacao
Légua	I-Localizacao
e	O
Casa	O
em	O
Melgaço	B-Data
de	I-Data
Nuno	I-Data
Brandão	B-Pessoa
Costa	I-Pessoa
,	O
o	O
Terminal	O
de	O
Cruzeiros	B-Data
de	I-Data
Leixões	I-Data
de	I-Data
Luís	I-Data
Pedro	B-Pessoa
Silva	I-Pessoa
,	O
e	O
a	O
'	O
A	O
Forma	O
da	O
Forma	O
'	O
,	O
com	O
curadoria	O
de	O
Diogo	B-Pessoa
Seixas	I-Pessoa
Lopes	I-Pessoa
e	O
projecto	O
expositivo	O
da	O
autoria	O
dos	O
arquitectos	O
Nuno	B-Pessoa
Brandão	I-Pessoa
Costa	I-Pessoa
(	I-Pessoa
Brandão	I-Pessoa
Costa	I-Pessoa
Arquitectos	I-Pessoa
)	O
,	O
Kersten	B-Pessoa
Geers	I-Pessoa
(	O
BE	O
|	O
Office	B-Hora
KGDVS	O
)	O
e	O
Mark	B-Pessoa
Lee	I-Pessoa
(	I-Pessoa
US	O
|	O
Johnston	B-Hora
Marklee	O
)	O
.	O
Para	O
além	O
dos	O
docentes	O
,	O
entre	O
os	O
arquitectos	O
portugueses	O
que	O
concorrem	O
ao	O
Prémio	O
,	O
estão	O
vários	O
antigos	O
estudantes	O
da	O
FAUP	B-UnidadeOrganica
.	O
Após	O
30	B-Data
de	I-Data
Janeiro	I-Data
,	O
cinco	O
projectos	O
por	O
categoria	B-Pessoa
passarão	I-Pessoa
para	O
uma	O
fase	O
de	O
votação	O
que	O
tem	O
início	O
a	O
31	B-Data
de	I-Data
Janeiro	I-Data
e	O
termina	O
a	O
6	B-Data
de	I-Data
Fevereiro	I-Data
.	O
O	O
vencedor	O
será	O
anunciado	O
a	O
7	B-Data
de	I-Data
Fevereiro	I-Data
.	O
+	O
info	O
archdaily.com	O
Instituto	B-UnidadeOrganica
de	I-UnidadeOrganica
Inovação	I-UnidadeOrganica
e	O
Investigação	O
em	O
Saúde	O
-	O
I3S	B-Organizacao
,	O
no	O
Porto	B-Localizacao
,	O
de	O
João	B-Pessoa
Pedro	I-Pessoa
Serôdio	I-Pessoa
(	O
Serôdio	B-Organizacao
Furtado	I-Organizacao
&	I-Organizacao
amp	I-Organizacao
;	I-Organizacao
Associados	O
)	O
©	O
Luís	B-Pessoa
Ferreira	I-Pessoa
Alves	I-Pessoa
Museu	I-Pessoa
Municipal	B-Localizacao
Abade	I-Localizacao
Pedrosa	I-Localizacao
,	O
em	O
Santo	B-Localizacao
Tirso	I-Localizacao
,	O
de	O
Álvaro	B-Pessoa
Siza	I-Pessoa
e	O
Eduardo	B-Pessoa
Souto	I-Pessoa
de	I-Pessoa
Moura	I-Pessoa
©	O
João	B-Pessoa
Morgado	I-Pessoa
Museu	O
de	O
Arte	O
Contemporânea	O
Nadir	B-Pessoa
Afonso	I-Pessoa
,	O
em	O
Chaves	B-Localizacao
,	O
de	O
Álvaro	B-Pessoa
Siza	I-Pessoa
©	I-Pessoa
Fernando	B-Pessoa
Guerra	I-Pessoa
|	O
FG+SG	O
Escola	O
no	O
Padrão	B-Localizacao
da	I-Localizacao
Légua	B-UnidadeOrganica
de	I-UnidadeOrganica
Nuno	I-UnidadeOrganica
Brandão	B-Pessoa
Costa	I-Pessoa
©	I-Pessoa
Arménio	B-Pessoa
Teixeira	I-Pessoa
Casa	I-Pessoa
em	O
Melgaço	B-Data
de	I-Data
Nuno	I-Data
Brandão	B-Pessoa
Costa	I-Pessoa
©	I-Pessoa
André	B-Pessoa
Cepeda	I-Pessoa
Terminal	I-Pessoa
de	I-Pessoa
Cruzeiros	B-Data
de	I-Data
Leixões	I-Data
de	I-Data
Luís	I-Data
Pedro	B-Pessoa
Silva	I-Pessoa
©	I-Pessoa
Fernando	B-Pessoa
Guerra	I-Pessoa
|	O
FG+SG	B-Hora
'A	I-Hora
Forma	O
da	O
Forma	O
'	O
,	O
com	O
curadoria	O
de	O
Diogo	B-Pessoa
Seixas	I-Pessoa
Lopes	I-Pessoa
e	O
projecto	O
expositivo	O
da	O
autoria	O
dos	O
arquitectos	O
Nuno	B-Pessoa
Brandão	I-Pessoa
Costa	I-Pessoa
(	I-Pessoa
Brandão	I-Pessoa
Costa	I-Pessoa
Arquitectos	I-Pessoa
)	O
,	O
Kersten	B-Pessoa
Geers	I-Pessoa
(	O
BE	O
|	O
Office	B-Hora
KGDVS	O
)	O
e	O
Mark	B-Pessoa
Lee	I-Pessoa
(	I-Pessoa
US	O
|	O
Johnston	B-Hora
Marklee	O
)	O
©	O
Tiago	B-Pessoa
Casanova	I-Pessoa
Orquestra	I-Pessoa
Clássica	I-Pessoa
da	O
FEUP	B-UnidadeOrganica
:	O
Concerto	O
Anual	B-UnidadeOrganica
de	I-UnidadeOrganica
Tributo	I-UnidadeOrganica
à	I-UnidadeOrganica
Cidade	O
e	O
à	O
Região	O
21	B-Data
de	I-Data
março	I-Data
|	O
21h30	B-Hora
|	O
Teatro	B-Localizacao
Municipal	I-Localizacao
Rivoli	I-Localizacao
Porto	I-Localizacao
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
Divulgue	O
os	O
seus	O
eventos	O
e	O
projetos	O
através	O
do	O
e-mail	O
:	O
noticias	O
@	O
fe.up.pt.	O
Saiba	O
mais	O
sobre	O
os	O
nossos	O
serviços	O
no	O
site	O
dos	O
SICC	O
INSCRIÇÕES	O
ABERTAS	O
|	O
Curso	O
Básico	O
de	O
Investigação	O
Clínica	O
(	O
CuBIC	B-Organizacao
)	O
Candidaturas	O
até	O
22	B-Data
de	I-Data
fevereiro	I-Data
Estão	O
abertas	O
,	O
até	O
ao	O
próximo	O
dia	O
22	B-Data
de	I-Data
fevereiro	I-Data
,	O
as	O
candidaturas	O
para	O
o	O
Curso	O
Básico	O
de	O
Investigação	O
Clínica	O
(	O
CuBIC	B-Organizacao
)	I-Organizacao
.	O
Desenvolvido	O
pelo	O
Departamento	B-UnidadeOrganica
de	I-UnidadeOrganica
Medicina	I-UnidadeOrganica
da	I-UnidadeOrganica
Comunidade	I-UnidadeOrganica
,	O
Informação	O
e	O
Decisão	O
em	O
Saúde	O
(	O
MEDCIDS	B-Organizacao
)	O
da	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Medicina	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
,	O
com	O
o	O
apoio	O
do	O
CINTESIS	B-Organizacao
–	O
Centro	B-Organizacao
de	I-Organizacao
Investigação	I-Organizacao
em	I-Organizacao
Tecnologias	I-Organizacao
e	I-Organizacao
Serviços	O
de	O
Saúde	O
,	O
o	O
curso	O
terá	O
lugar	O
entre	O
25	B-Data
de	I-Data
março	I-Data
e	O
20	B-Data
de	I-Data
maio	I-Data
de	I-Data
2017	I-Data
(	O
sextas	O
e	O
sábados	O
)	O
.	O
Este	O
curso	O
está	O
estruturado	O
em	O
quatro	O
módulos	O
,	O
orientados	O
para	O
fornecer	O
conhecimentos	O
básicos	O
nas	O
áreas	O
da	O
metodologia	B-UnidadeOrganica
de	O
investigação	O
,	O
bioestatística	O
e	O
publicação	O
científica	O
e	O
destina-se	O
a	O
médicos	O
especialistas	O
,	O
internos	O
de	O
especialidade	O
,	O
internos	O
do	O
ano	O
comum	O
,	O
estudantes	O
de	O
Medicina	O
e	O
outros	O
profissionais	O
de	O
saúde.	O
A	O
coordenação	O
científica	O
está	O
a	O
cargo	O
dos	O
professores	O
universitários	O
João	B-Pessoa
Fonseca	I-Pessoa
e	I-Pessoa
Altamiro	O
da	O
Costa	B-Organizacao
Pereira	B-Pessoa
.	O
Todos	O
os	O
restantes	O
docentes	O
são	O
docentes/colaboradores	O
do	O
MEDCIDS-FMUP	O
e	O
membros	O
do	O
CINTESIS	B-Organizacao
.	O
Mais	O
informações	O
em	O
http	O
:	O
//cides.med.up.pt/cubic/.	O
SESSÃO	O
DE	O
ESCLARECIMENTO	O
|	O
Estágios	O
Erasmus+	O
16	B-Data
de	I-Data
fevereiro	I-Data
|	O
14h30	B-Hora
|	O
Sala	B-Localizacao
4	I-Localizacao
CIM	I-Localizacao
Decorre	O
no	O
próximo	O
dia	O
16	B-Data
de	I-Data
fevereiro	I-Data
,	O
pelas	O
14h30	B-Hora
,	O
na	O
Sala	B-Localizacao
4	I-Localizacao
do	I-Localizacao
CIM	I-Localizacao
,	O
uma	O
sessão	O
de	O
esclarecimento	O
sobre	O
os	O
Estágios	O
do	O
Programa	O
Erasmus+.	O
Por	O
questões	O
logísticas	O
,	O
solicita-se	O
que	O
os	O
interessados	O
preencham	O
o	O
FORMULÁRIO	O
DE	O
INSCRIÇÃO	O
disponível	O
para	O
o	O
efeito.	O
Campanha	B-UnidadeOrganica
de	I-UnidadeOrganica
Angariação	I-UnidadeOrganica
de	I-UnidadeOrganica
Bens	I-UnidadeOrganica
Obrigado	I-UnidadeOrganica
!	I-UnidadeOrganica
Já	O
foram	O
entregues	O
os	O
bens	O
recolhidos	O
durante	O
a	O
campanha	O
de	O
solidariedade	O
desta	O
época	O
natalícia.	O
A	O
Associação	B-Organizacao
Florbela	I-Organizacao
Espanca	I-Organizacao
e	I-Organizacao
a	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Letras	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
agradecem	O
a	O
generosidade	B-Data
de	O
toda	O
a	O
comunidade	O
académica	O
FLUP	B-UnidadeOrganica
.	O
Apresentação	O
Pública	O
da	O
Bienal	B-Organizacao
BoCA	I-Organizacao
Aula	B-Localizacao
Magna	I-Localizacao
|	O
10	B-Data
fevereiro	I-Data
|	O
17h	B-Hora
A	O
BoCA	B-Organizacao
-	I-Organizacao
Biennial	I-Organizacao
of	I-Organizacao
Contemporary	I-Organizacao
Arts	I-Organizacao
é	O
uma	O
nova	O
bienal	O
de	O
artes	O
contemporâneas	O
que	O
tem	O
a	O
sua	O
primeira	O
edição	O
entre	O
17	B-Data
de	I-Data
março	I-Data
e	O
30	B-Data
de	I-Data
abril	I-Data
de	I-Data
2017	I-Data
,	O
nas	O
cidades	O
de	O
Lisboa	O
e	O
Porto	O
,	O
com	O
expansão	O
das	O
suas	O
atividades	O
a	O
outras	O
cidades	O
do	O
país	O
ao	O
longo	O
do	O
ano.	O
A	O
BoCA	B-UnidadeOrganica
propõe	O
um	O
conceito	O
colaborativo	O
entre	O
instituições	O
artísticas	O
nacionais	O
e	O
internacionais	O
(	O
museus	O
,	O
galerias	O
,	O
teatros	O
)	O
,	O
integrando	O
ações	O
no	O
espaço	O
público	O
e	O
incidindo	O
numa	O
programação	O
transversal	O
que	O
propõe	O
uma	O
sinergia	O
entre	O
instituições	O
,	O
campos	O
artísticos	O
e	O
respetivos	O
públicos.	O
Mais	O
informações	O
:	O
http	O
:	O
//www.fba.up.pt/2017/02/01/apresentacao-publica-da-bienal-boca/	O
https	O
:	O
//www.publico.pt/2017/02/06/culturaipsilon/noticia/a-primeira-boca-abrese-em-marco-com-artistas-que-interpelam-o-nosso-tempo-1761070	O
Sessão	O
de	O
Informação	O
:	O
Erasmus+	O
e	O
Programas	O
de	O
Mobilidade	O
2017	B-Data
/	O
2018	B-Data
5	O
de	B-Data
janeiro	I-Data
|	O
10h30	B-Hora
|	O
Sala	B-Localizacao
de	I-Localizacao
Reuniões	I-Localizacao
(	I-Localizacao
Piso	I-Localizacao
2	I-Localizacao
)	O
Informam-se	O
os	O
estudantes	O
interessados	O
em	O
candidatar-se	O
a	O
um	O
período	O
de	O
mobilidade	O
no	O
âmbito	O
do	O
Programa	O
Erasmus+	O
ou	O
Acordos	O
de	O
Cooperação	O
,	O
que	O
irá	O
decorrer	O
uma	O
Sessão	O
de	O
Informação	O
no	O
dia	O
5	B-Data
de	I-Data
janeiro	I-Data
,	O
às	O
10h30	B-Hora
,	O
na	O
Sala	B-Localizacao
de	I-Localizacao
Reuniões	I-Localizacao
(	I-Localizacao
Piso	I-Localizacao
2	I-Localizacao
)	O
da	O
FLUP	B-UnidadeOrganica
.	O
Na	O
Sessão	O
vão	O
estar	O
presentes	O
a	O
Coordenadora	O
da	O
Mobilidade	O
Internacional	O
da	O
FLUP	B-UnidadeOrganica
,	O
Profª.	O
Doutora	O
Isabel	B-Pessoa
Margarida	I-Pessoa
Duarte	I-Pessoa
,	O
a	O
Coordenadora	O
de	O
Mobilidade	O
Internacional	O
do	O
Serviço	O
de	O
Relações	O
Internacionais	O
da	O
Universidade	B-Organizacao
do	I-Organizacao
Porto	I-Organizacao
,	O
Dra.	O
Luísa	B-Pessoa
Capitão	I-Pessoa
,	O
bem	O
como	O
a	O
equipa	O
do	O
Gabinete	O
de	O
Relações	O
Internacionais	O
da	O
FLUP	B-UnidadeOrganica
,	O
que	O
irão	O
apresentar	O
aos	O
estudantes	O
as	O
oportunidades	O
de	O
mobilidade	O
existentes	O
para	O
o	O
ano	O
letivo	O
2017	B-Data
/	O
2018	B-Data
e	O
os	O
respetivos	O
procedimentos.	O
PROGRAMA	O
:	O
10h30	O
:	O
Abertura	O
Profª.	O
Doutora	O
Isabel	B-Pessoa
Margarida	I-Pessoa
Duarte	I-Pessoa
-	O
Coordenadora	O
da	O
Mobilidade	O
Internacional	O
da	O
FLUP	B-UnidadeOrganica
10h45	O
:	O
Oportunidades	O
de	O
Mobilidade	O
Drª	B-Pessoa
Luísa	I-Pessoa
Capitão	I-Pessoa
-	O
Serviço	O
de	O
Relações	O
Internacionais	O
da	O
U.Porto	B-Organizacao
11h00	O
:	O
Procedimentos	O
de	O
Candidatura	O
e	O
Mobilidade	O
-	O
Gabinete	O
de	O
Relações	O
Internacionais	O
da	O
FLUP	B-UnidadeOrganica
11h30	O
:	O
Testemunhos	O
de	O
estudantes	O
12h00	O
:	O
Discussão	O
e	O
Conclusão	O
Candidaturas	O
abertas	O
:	O
Pré-candidaturas	O
Erasmus+	O
Estudos	O
2017	B-Data
/	O
2018	B-Data
Programa	O
MOVE	O
(	O
Acordos	O
de	O
Cooperação	O
)	O
2017	B-Data
/	O
2018	B-Data
Docentes	O
FEUP	B-UnidadeOrganica
participam	O
na	O
iniciativa	O
``	O
Movimento	O
Código	O
Portugal	O
''	O
Este	O
movimento	O
pretende	O
fomentar	O
a	O
literacia	O
digital	O
em	O
todas	O
as	O
faixas	O
etárias	B-Pessoa
Ademar	I-Pessoa
Aguiar	I-Pessoa
e	O
Armando	B-Pessoa
Sousa	I-Pessoa
,	O
docentes	O
do	O
Departamento	B-UnidadeOrganica
de	I-UnidadeOrganica
Engenharia	I-UnidadeOrganica
Informática	I-UnidadeOrganica
e	I-UnidadeOrganica
Computação	I-UnidadeOrganica
e	I-UnidadeOrganica
do	O
Departamento	B-UnidadeOrganica
de	I-UnidadeOrganica
Engenharia	I-UnidadeOrganica
Eletrotécnica	I-UnidadeOrganica
e	I-UnidadeOrganica
de	I-UnidadeOrganica
Computadores	I-UnidadeOrganica
da	I-UnidadeOrganica
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Engenharia	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
,	O
respetivamente	O
,	O
apresentaram	O
um	O
conjunto	O
de	O
trabalhos	O
desenvolvidos	O
na	O
FEUP	B-UnidadeOrganica
na	O
cerimónia	O
de	O
encerramento	O
da	O
iniciativa	O
“Movimento	O
Código	B-Pessoa
Portugal”.	I-Pessoa
O	I-Pessoa
Movimento	O
Código	O
Portugal	O
é	O
promovido	O
pelo	O
Governo	O
,	O
através	O
das	O
áreas	O
da	O
Ciência	O
,	O
Tecnologia	O
e	O
Ensino	O
Superior	O
,	O
Educação	O
,	O
Trabalho	O
,	O
Solidariedade	O
e	O
Segurança	O
Social	O
,	O
e	O
tem	O
como	O
parceiros	O
a	O
Direcção-Geral	O
da	O
Educação	O
,	O
a	O
Fundação	B-Organizacao
para	I-Organizacao
a	I-Organizacao
Ciência	I-Organizacao
e	I-Organizacao
a	I-Organizacao
Tecnologia	I-Organizacao
,	O
a	O
Ciência	O
Viva	O
–	O
Agência	B-Organizacao
Nacional	I-Organizacao
para	I-Organizacao
a	I-Organizacao
Cultura	I-Organizacao
Cientifica	I-Organizacao
e	I-Organizacao
Tecnológica	I-Organizacao
e	O
a	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Ciências	I-UnidadeOrganica
e	I-UnidadeOrganica
Tecnologia	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
Nova	I-UnidadeOrganica
de	I-UnidadeOrganica
Lisboa	I-UnidadeOrganica
.	O
Este	O
movimento	O
pretende	O
,	O
através	O
de	O
atividades	O
lúdicas	O
,	O
alertar	O
para	O
a	O
importância	O
da	O
literacia	O
digital	O
e	O
da	O
computação	O
como	O
fatores	O
de	O
realização	O
individual	O
e	O
coletiva	O
nas	O
sociedades	O
modernas	O
,	O
ao	O
mesmo	O
tempo	O
que	O
incentiva	O
estudantes	O
,	O
professores	O
e	O
restantes	O
atores	O
do	O
sistema	O
educativo	O
a	O
refletirem	O
sobre	O
a	O
temática	O
da	O
programação.	O
O	O
encerramento	O
da	O
iniciativa	O
decorreu	O
no	O
Pavilhão	B-Localizacao
do	I-Localizacao
Conhecimento	O
–	O
Centro	B-Organizacao
Ciência	I-Organizacao
Viva	I-Organizacao
,	O
no	O
passado	O
dia	O
11	B-Data
de	I-Data
dezembro	I-Data
,	O
e	O
contou	O
com	O
demonstrações	O
e	O
workshops	O
dirigidos	O
a	O
todas	O
as	O
idades.	B-Hora
Ademar	I-Hora
Aguiar	B-Pessoa
e	O
um	O
grupo	O
de	O
colaboradores	O
da	O
FEUP	B-UnidadeOrganica
apresentaram	O
atividades	O
de	O
programação	O
visual	O
incluindo	O
uma	O
Árvore	O
de	O
Natal	O
que	O
continha	O
pequenos	O
computadores	B-Pessoa
Rapberry-Pi	I-Pessoa
e	O
que	O
permitiam	O
que	O
os	O
visitantes	O
fossem	O
deixando	O
as	O
suas	O
mensagens	O
personalizadas	O
,	O
que	O
eram	O
apresentadas	O
aleatoriamente	O
e	O
a	O
cores.	O
Já	O
a	O
equipa	O
de	O
Armando	B-Pessoa
Sousa	I-Pessoa
realizou	O
uma	O
série	O
de	O
demonstrações	B-Data
de	I-Data
programação	I-Data
de	I-Data
robôs	I-Data
,	O
em	O
particular	O
para	O
o	O
“robô	B-Organizacao
REDI”.	I-Organizacao
O	I-Organizacao
comportamento	O
do	O
robô	B-Organizacao
REDI	I-Organizacao
é	O
definido	O
por	O
ligações	O
que	O
podem	O
ser	O
entendidas	O
como	O
atribuições	O
entre	O
variáveis	O
,	O
permitindo	O
uma	O
abordagem	O
muito	O
visual	O
à	O
programação	O
em	O
robótica	O
e	O
uma	O
verificação	O
de	O
diversos	O
tipos	O
de	O
comportamentos	O
reativos.	B-Pessoa
Houve	I-Pessoa
ainda	O
tempo	O
para	O
alguns	O
workshops	O
organizados	O
por	O
ambas	O
as	O
equipas	O
,	O
que	O
esgotaram	O
as	O
suas	O
inscrições	O
em	O
tempo	O
recorde.	O
Os	O
trabalhos	O
apresentados	O
de	O
ambos	O
os	O
grupos	O
são	O
decorrentes	O
de	O
iniciativas	O
anteriores	O
promovidas	O
pela	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Engenharia	I-UnidadeOrganica
,	O
tais	O
como	O
“Coding	O
for	O
Social	O
Impact	O
Labs”	O
e	O
“FEUP	B-Pessoa
Minds”	I-Pessoa
e	O
de	O
outras	O
atividades	O
parcialmente	O
apoiadas	O
pela	O
U.Porto	B-Organizacao
e	O
a	O
FEUP	B-UnidadeOrganica
,	O
como	O
o	O
projeto	O
Universidade	B-Organizacao
Júnior.	I-Organizacao
Armando	B-Pessoa
Sousa	I-Pessoa
frisa	I-Pessoa
a	O
importância	O
da	O
participação	O
da	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Engenharia	I-UnidadeOrganica
neste	I-UnidadeOrganica
movimento	O
nacional	O
:	O
“A	O
ausência	O
da	O
FEUP	B-UnidadeOrganica
seria	O
uma	O
falha.	O
Estas	O
iniciativas	O
permitem	O
marcar	O
posição	O
na	O
sociedade	O
civil	O
,	O
aumentar	O
visibilidade	O
e	O
demonstrar	O
ainda	O
mais	O
capacidade	O
concretizadora	O
que	O
nos	O
caracteriza.	B-Localizacao
Espera-se	O
promover	O
a	O
captação	O
dos	O
melhores	O
candidatos	O
a	O
engenheiros	O
e	O
,	O
para	O
a	O
sociedade	O
em	O
geral	O
,	O
pretende-se	O
promover	O
a	O
literacia	O
digital	O
,	O
aproximar	O
as	O
novas	O
gerações	O
das	O
tecnologias	O
e	O
da	O
programação	O
e	O
acelerar	O
a	O
introdução	O
desta	O
temática	O
no	O
ensino”.	B-Localizacao
Fruto	I-Localizacao
do	I-Localizacao
sucesso	O
da	O
participação	O
no	O
“Movimento	B-Localizacao
Código	I-Localizacao
Portugal”	I-Localizacao
,	O
a	O
equipa	O
de	O
Ademar	B-Pessoa
Aguiar	I-Pessoa
realizou	O
na	O
FEUP	O
um	O
workshop	O
semelhante	O
no	O
passado	O
dia	O
21	B-Data
de	I-Data
dezembro	I-Data
,	O
que	O
,	O
em	O
menos	O
de	O
12	B-Data
horas	I-Data
,	O
esgotou	O
as	O
vagas	O
disponíveis.	O
Estes	O
workshops	O
pretendem	O
promover	O
a	O
literacia	O
digital	O
,	O
desmistificar	O
a	O
programação	O
nas	O
diferentes	O
faixas	O
etárias	O
,	O
e	O
estender	O
competências	O
de	O
ensino	O
da	O
programação	O
à	O
sociedade	O
e	O
contexto	O
envolvente.	O
Para	O
informações	O
mais	O
detalhadas	O
sobre	O
o	O
Movimento	O
Código	O
Portugal	O
,	O
pode	O
aceder	O
à	O
página	O
do	O
projeto	O
em	O
www.codemove.pt.	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
