THANKSGIVING	B-ACONTECIMENTO
cidadãos	O
"	O
.	O
Entretanto	O
,	O
em	B-TEMPO
1940	I-TEMPO
,	O
o	O
governo	O
francês	O
refugiou	O
-	O
se	O
temporariamente	O
na	O
cidade	O
,	O
fugindo	O
de	O
Paris	B-LOCAL
antes	O
da	O
chegada	O
das	O
tropas	O
alemãs	O
.	O
Dezenas	O
de	O
milhar	O
de	O
refugiados	O
que	O
fogem	O
do	O
avanço	O
Nazi	B-PESSOA
dirigiram	O
-	O
se	O
a	O
Bordéus	B-LOCAL
.	O
Muitos	O
deles	O
afluem	O
ao	O
consulado	O
português	O
desejando	O
obter	O
um	O
visto	O
de	O
entrada	O
para	O
Portugal	B-LOCAL
ou	O
para	O
os	O
Estados	B-LOCAL
Unidos	I-LOCAL
,	O
onde	O
Sousa	B-PESSOA
Mendes	I-PESSOA
,	O
o	O
cônsul	O
,	O
caso	O
seguisse	O
as	O
instruções	O
do	O
seu	O
governo	O
distribuiria	O
vistos	O
com	O
parcimónia	O
.	O
Já	O
no	B-TEMPO
final	I-TEMPO
de	I-TEMPO
1939	I-TEMPO
,	O
Sousa	B-PESSOA
Mendes	I-PESSOA
tinha	O
desobedecido	O
às	O
instruções	O
do	O
seu	O
governo	O
e	O
emitido	O
alguns	O
vistos	O
.	O
Entre	O
as	O
pessoas	O
que	O
ele	O
tinha	O
então	O
decidido	O
ajudar	O
encontra	O
-	O
se	O
o	O
Rabino	B-PESSOA
de	O
Antuérpia	B-LOCAL
Jacob	B-PESSOA
Kruger	I-PESSOA
,	O
que	O
lhe	O
faz	O
compreender	O
que	O
há	O
que	O
salvar	O
os	O
refugiados	O
judeus	O
.	O
A	B-TEMPO
16	I-TEMPO
de	I-TEMPO
Junho	I-TEMPO
de	I-TEMPO
1940	I-TEMPO
,	O
Aristides	B-PESSOA
decide	O
entregar	O
um	O
visto	O
a	O
todos	O
os	O
refugiados	O
que	O
o	O
pedirem	O
:	O
"	O
A	O
partir	O
de	O
agora	O
,	O
darei	O
vistos	O
a	O
toda	O
a	O
gente	O
,	O
já	O
não	O
há	O
nacionalidades	O
,	O
raça	O
ou	O
religião	O
"	O
.	O
Com	O
a	O
ajuda	O
dos	O
seus	O
filhos	O
e	O
sobrinhos	O
e	O
do	O
rabino	B-PESSOA
Kruger	I-PESSOA
,	O
ele	O
carimba	O
passaportes	O
,	O
assina	O
vistos	O
,	O
usando	O
todas	O
as	O
folhas	O
de	O
papel	O
disponíveis	O
.	O
Confrontado	O
com	O
os	O
primeiros	O
avisos	O
de	O
Lisboa	B-ORGANIZACAO
,	O
ele	O
terá	O
dito	O
:	O
"	O
Se	O
há	O
que	O
desobedecer	O
,	O
prefiro	O
que	O
seja	O
a	O
uma	O
ordem	O
dos	O
homens	O
do	O
que	O
a	O
uma	O
ordem	O
de	O
Deus	B-PESSOA
"	O
.	O
Uma	O
vez	O
que	O
Salazar	B-PESSOA
tomara	O
medidas	O
contra	O
o	O
cônsul	O
,	O
Aristides	B-PESSOA
continuou	O
a	O
sua	O
actividade	O
de	B-TEMPO
20	I-TEMPO
a	I-TEMPO
23	I-TEMPO
de	I-TEMPO
Junho	I-TEMPO
em	O
Baiona	B-LOCAL
(	O
França	B-LOCAL
)	O
,	O
no	O
escritório	O
de	O
um	O
vice	O
-	O
cônsul	O
estupefacto	O
,	O
e	O
mesmo	O
na	O
presença	O
de	O
dois	O
outros	O
funcionários	O
de	O
Salazar	B-PESSOA
.	O
A	B-TEMPO
22	I-TEMPO
de	I-TEMPO
Junho	I-TEMPO
de	I-TEMPO
1940	I-TEMPO
,	O
a	O
França	B-ORGANIZACAO
pediu	O
um	O
armistício	O
à	O
Alemanha	B-ORGANIZACAO
Nazi	I-ORGANIZACAO
.	O
Mesmo	O
a	O
caminho	O
de	O
Hendaye	B-LOCAL
,	O
Aristides	B-PESSOA
continua	O
a	O
emitir	O
vistos	O
para	O
os	O
refugiados	O
que	O
cruzam	O
com	O
ele	O
a	O
caminho	O
da	O
fronteira	O
,	O
uma	O
vez	O
que	O
a	B-TEMPO
23	I-TEMPO
de	I-TEMPO
Junho	I-TEMPO
,	O
Salazar	B-PESSOA
demitira	O
-	O
o	O
de	O
suas	O
funções	O
de	O
cônsul	O
.	O
Apesar	O
de	O
terem	O
sido	O
enviados	O
funcionários	O
para	O
trazer	O
Aristides	B-PESSOA
,	O
este	O
lidera	O
com	O
a	O
sua	O
viatura	O
uma	O
coluna	O
de	O
veículos	O
de	O
refugiados	O
e	O
guia	O
-	O
os	O
em	O
direcção	O
à	O
fronteira	O
,	O
onde	O
do	O
lado	O
espanhol	O
não	O
existe	O
qualquer	O
telefone	O
.	O
Por	O
isso	O
mesmo	O
,	O
os	O
guardas	O
fronteiriços	O
não	O
tinham	O
sido	O
ainda	O
avisados	O
da	O
decisão	O
de	O
Madrid	B-ORGANIZACAO
de	O
fechar	O
as	O
fronteiras	O
com	O
a	O
França	B-LOCAL
.	O
Sousa	B-PESSOA
Mendes	I-PESSOA
impressiona	O
os	O
guardas	O
aduaneiros	O
,	O
que	O
acabariam	O
por	O
deixar	O
passar	O
todos	O
os	O
refugiados	O
,	O
que	O
com	O
os	O
seus	O
vistos	O
puderam	O
continuar	O
viagem	O
até	O
Portugal	B-LOCAL
.	O
Camacho	B-PESSOA
ganhou	O
sempre	O
a	O
Jesualdo	B-PESSOA
mas	O
não	O
ao	O
FC	B-PESSOA
Porto	I-PESSOA
AS	O
ESTATÍSTICAS	O
DO	O
CLÁSSICO	O
DE	O
SÁBADO	O
QUANTO	O
À	O
LIGA	O
Se	O
as	O
estatísticas	O
quiserem	O
dizer	O
alguma	O
coisa	O
,	O
Camacho	B-PESSOA
pode	O
encarar	O
o	O
clássico	O
de	B-TEMPO
sábado	I-TEMPO
com	O
optimismo	O
.	O
O	O
espanhol	O
soma	O
por	O
vitórias	O
os	O
3	B-VALOR
jogos	O
frente	O
a	O
Jesualdo	B-PESSOA
Ferreira	I-PESSOA
,	O
técnico	O
ao	O
qual	O
sucedeu	O
no	O
comando	O
do	O
Benfica	B-PESSOA
,	O
em	B-TEMPO
2002/2003	I-TEMPO
.	O
No	O
entanto	O
,	O
há	O
outra	O
leitura	O
que	O
tem	O
de	O
ser	O
feita	O
:	O
o	O
espanhol	O
jamais	O
venceu	O
o	O
FC	B-PESSOA
Porto	I-PESSOA
para	O
o	O
campeonato	O
.	O
Em	O
três	O
"	O
duelos	O
"	O
,	O
face	O
a	O
Jesualdo	B-PESSOA
,	O
então	O
ao	O
comando	O
do	O
Sp	B-PESSOA
.	I-PESSOA
Braga	I-PESSOA
,	O
Camacho	B-PESSOA
venceu	O
por	B-TEMPO
duas	I-TEMPO
vezes	I-TEMPO
como	O
visitante	O
(	O
3	B-VALOR
-	I-VALOR
1	I-VALOR
em	B-TEMPO
2002/2003	I-TEMPO
e	O
3	O
-	O
0	O
em	B-TEMPO
2003/2004	I-TEMPO
)	O
e	O
uma	O
como	O
anfitrião	O
(	O
2	B-VALOR
-	I-VALOR
0	I-VALOR
em	B-TEMPO
2003/2004	I-TEMPO
)	O
.	O
O	O
espanhol	O
está	O
100	O
por	O
cento	O
vitorioso	O
face	O
a	O
Jesualdo	B-PESSOA
,	O
mas	O
nunca	O
enceu	O
o	O
FC	B-PESSOA
Porto	I-PESSOA
para	O
o	O
campeonato	O
,	O
tendo	O
como	O
melhor	O
registo	O
o	O
empate	O
na	O
Luz	B-LOCAL
,	O
em	B-TEMPO
2003/2004	I-TEMPO
(	O
1	B-VALOR
-	I-VALOR
1	I-VALOR
)	O
.	O
Na	O
mesma	O
temporada	O
,	O
Camacho	B-PESSOA
perdeu	O
no	O
FC	B-LOCAL
Porto	I-LOCAL
por	O
2	B-VALOR
-	I-VALOR
0	I-VALOR
e	O
,	O
na	O
anterior	O
,	O
já	O
tinha	O
perdido	O
em	O
casa	O
por	O
1	B-VALOR
-	I-VALOR
0	I-VALOR
.	O
No	O
entanto	O
,	O
pesar	O
de	O
não	O
ter	O
qualquer	O
triunfo	O
no	O
campeonato	O
,	O
o	O
espanhol	O
conquistou	O
frente	O
aos	O
"	O
dragões	O
"	O
o	O
único	O
título	O
da	O
sua	O
carreira	O
.	O
A	B-TEMPO
16	I-TEMPO
de	I-TEMPO
Maio	I-TEMPO
de	I-TEMPO
2004	I-TEMPO
,	O
na	O
final	O
da	O
Taça	B-ACONTECIMENTO
de	O
Portugal	B-LOCAL
,	O
o	O
FC	B-PESSOA
Porto	I-PESSOA
adiantou	O
-	O
se	O
,	O
por	O
Derlei	B-PESSOA
,	O
mas	O
o	O
grego	O
Fyssas	B-PESSOA
empatou	O
e	O
,	O
no	O
prolongamento	O
,	O
Simão	B-PESSOA
derrotou	O
o	O
"	O
onze	O
"	O
de	O
José	B-PESSOA
Mourinho	I-PESSOA
,	O
que	O
,	O
10	B-TEMPO
dias	I-TEMPO
depois	I-TEMPO
,	O
viria	O
a	O
vencer	O
a	O
Liga	B-ACONTECIMENTO
dos	I-ACONTECIMENTO
Campeões	I-ACONTECIMENTO
(	O
3	B-VALOR
-	I-VALOR
0	I-VALOR
ao	O
AS	B-PESSOA
Mónaco	I-PESSOA
)	O
.	O
Por	O
seu	O
lado	O
,	O
Jesualdo	B-PESSOA
Ferreira	I-PESSOA
tem	O
um	O
balanço	O
negativo	O
nos	O
confrontos	O
com	O
o	O
Benfica	B-PESSOA
,	O
com	O
quatro	O
vitórias	O
,	O
três	O
empates	O
e	O
cinco	O
derrotas	O
(	O
13	B-VALOR
-	I-VALOR
19	I-VALOR
em	O
golos	O
)	O
,	O
mas	O
nunca	O
perdeu	O
ao	O
comando	O
do	O
FC	B-PESSOA
Porto	I-PESSOA
:	O
"	O
a	O
época	O
passada	O
,	O
venceu	O
no	O
Dragão	B-LOCAL
(	O
3	B-VALOR
-	I-VALOR
2	I-VALOR
)	O
e	O
empatou	O
na	O
Luz	B-LOCAL
(	O
1	B-VALOR
-	I-VALOR
1	I-VALOR
)	O
.	O
