Euro	B-COISA_CLASSE
Bélgica	B-LOCAL_HUMANO
em	B-TEMPO_TEMPO_CALEND
1995	I-TEMPO_TEMPO_CALEND
?	O
Onde	O
é	O
a	O
nova	O
sede	O
da	O
Nederlandse	B-ORGANIZACAO_EMPRESA
Gasunie	I-ORGANIZACAO_EMPRESA
?	O
Em	O
que	O
museu	O
foi	O
exibida	O
em	B-TEMPO_TEMPO_CALEND
1994	I-TEMPO_TEMPO_CALEND
uma	O
exposição	O
sobre	O
Mondriaan	B-PESSOA_INDIVIDUAL
?	O
Quando	O
foram	O
as	O
Antilhas	B-LOCAL_HUMANO
Holandesas	I-LOCAL_HUMANO
legalmente	O
equiparadas	O
aos	O
Países	B-LOCAL_HUMANO
Baixos	I-LOCAL_HUMANO
?	O
Descreva	O
o	O
World	B-LOCAL_HUMANO
Trade	I-LOCAL_HUMANO
Center	I-LOCAL_HUMANO
.	O
O	O
que	O
é	O
um	O
samovar	O
?	O
O	O
que	O
é	O
a	O
Bundesgrenzschutz	O
?	O
O	O
que	O
é	O
a	O
Generalitat	O
?	O
O	O
que	O
é	O
a	O
Iaaf	O
?	O
Quem	O
eram	O
os	O
pictos	O
?	O
O	O
que	O
era	O
o	O
Granma	O
?	O
O	O
que	O
é	O
"	O
Margarita	O
e	O
o	O
Mestre	O
"	O
?	O
O	O
que	O
é	O
Nauru	O
?	O
O	O
que	O
é	O
Roque	O
Santeiro	O
?	O
O	O
que	O
é	O
a	O
Mona	O
Lisa	O
?	O
O	O
que	O
é	O
a	O
cachupa	O
?	O
O	O
que	O
é	O
a	O
Marselhesa	O
?	O
O	O
que	O
é	O
kabuki	O
?	O
O	O
que	O
é	O
o	O
comunismo	O
gulash	O
?	O
O	O
que	O
é	O
o	O
cirílico	O
?	O
O	O
que	O
é	O
o	O
efeito	O
de	O
estufa	O
?	O
O	O
que	O
é	O
o	O
fauvismo	O
?	O
O	O
que	O
é	O
o	O
xelim	O
?	O
O	O
que	O
é	O
um	O
mujique	O
?	O
O	O
que	O
é	O
um	O
ornitorrinco	O
?	O
O	O
que	O
é	O
um	O
sátrapa	O
?	O
Que	O
sabe	O
sobre	O
o	O
aikido	O
?	O
Quem	O
foi	O
Amílcar	B-PESSOA_INDIVIDUAL
Cabral	I-PESSOA_INDIVIDUAL
?	O
Quem	O
foi	O
Qin	B-PESSOA_INDIVIDUAL
Shi	I-PESSOA_INDIVIDUAL
Huang	I-PESSOA_INDIVIDUAL
?	O
Que	O
país	O
foi	O
abalado	O
por	O
um	O
terramoto	O
em	B-TEMPO_TEMPO_CALEND
Agosto	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
94	I-TEMPO_TEMPO_CALEND
?	O
O	O
que	O
é	O
que	O
foi	O
anexado	O
após	O
a	O
Guerra	B-ACONTECIMENTO_EFEMERIDE
dos	I-ACONTECIMENTO_EFEMERIDE
Seis	I-ACONTECIMENTO_EFEMERIDE
Dias	I-ACONTECIMENTO_EFEMERIDE
?	O
Em	O
que	O
cidade	O
é	O
que	O
fica	O
o	O
Roque	O
Santeiro	O
?	O
Em	O
que	O
estado	O
fica	O
Porto	B-LOCAL_HUMANO
Alegre	I-LOCAL_HUMANO
?	O
Onde	O
fica	O
Beslan	O
?	O
Onde	O
fica	O
a	O
Grande	O
Hanish	O
?	O
Onde	O
fica	O
o	O
Banat	O
?	O
Onde	O
ganharam	O
os	O
Abba	B-PESSOA_GRUPOMEMBRO
o	O
Festival	B-ACONTECIMENTO_ORGANIZADO
da	I-ACONTECIMENTO_ORGANIZADO
Eurovisão	I-ACONTECIMENTO_ORGANIZADO
?	O
Onde	O
naufragou	O
o	O
Marika-7	B-COISA_OBJECTO
?	O
Onde	O
é	O
que	O
fica	O
a	O
represa	O
Ataturk	B-LOCAL_FISICO
?	O
Qual	O
a	O
capital	O
do	O
Estado	B-LOCAL_HUMANO
Livre	I-LOCAL_HUMANO
de	I-LOCAL_HUMANO
Orange	I-LOCAL_HUMANO
?	O
Qual	O
é	O
a	O
cidade	O
santa	O
xiita	O
?	O
Que	O
país	O
tomou	O
a	O
Grande	B-LOCAL_HUMANO
Hanish	I-LOCAL_HUMANO
?	O
Onde	O
foi	O
apunhalado	O
Naguib	B-PESSOA_INDIVIDUAL
Mahfouz	I-PESSOA_INDIVIDUAL
?	O
Em	O
quanto	O
é	O
que	O
foi	O
multado	O
John	B-PESSOA_INDIVIDUAL
Fashanu	I-PESSOA_INDIVIDUAL
?	O
Em	O
que	O
lugar	O
ficou	O
Paulo	B-PESSOA_INDIVIDUAL
de	I-PESSOA_INDIVIDUAL
Carvalho	I-PESSOA_INDIVIDUAL
no	O
Festival	B-ACONTECIMENTO_ORGANIZADO
da	I-ACONTECIMENTO_ORGANIZADO
Eurovisão	I-ACONTECIMENTO_ORGANIZADO
?	O
Qual	O
é	O
a	O
duração	O
do	O
filme	O
"	O
Heimat	B-OBRA_REPRODUZIDA
"	O
?	O
Qual	O
é	O
a	O
área	O
do	O
Oceano	B-LOCAL_FISICO
Pacífico	I-LOCAL_FISICO
?	O
Qual	O
é	O
o	O
recorde	O
mundial	O
do	O
salto	O
em	O
altura	O
?	O
Quanta	O
cerveja	O
bebe	O
um	O
brasileiro	O
anualmente	B-TEMPO_DURACAO
?	O
Quanto	O
mede	O
Sergei	B-PESSOA_INDIVIDUAL
Yuran	I-PESSOA_INDIVIDUAL
?	O
Quanto	O
pesa	O
Romário	B-PESSOA_INDIVIDUAL
?	O
Quantos	O
estados	O
tem	O
o	O
Brasil	B-LOCAL_HUMANO
?	O
Quantos	O
é	O
que	O
eram	O
os	O
Beatles	B-PESSOA_GRUPOMEMBRO
?	O
Que	O
percentagem	O
da	O
população	O
do	O
Québec	B-LOCAL_HUMANO
fala	O
francês	O
?	O
Que	O
população	O
tem	O
Amiens	B-LOCAL_HUMANO
?	O
A	O
que	O
dinastia	O
pertencia	O
Gengis	B-PESSOA_INDIVIDUAL
Khan	I-PESSOA_INDIVIDUAL
?	O
Como	O
se	O
chama	O
a	O
companhia	O
ferroviária	O
francesa	O
?	O
A	O
quem	O
foi	O
conquistada	O
Lisboa	B-LOCAL_HUMANO
em	B-TEMPO_TEMPO_CALEND
1147	I-TEMPO_TEMPO_CALEND
?	O
Contra	O
que	O
clube	O
jogou	O
o	O
Marítimo	B-PESSOA_GRUPOMEMBRO
a	B-TEMPO_TEMPO_CALEND
2	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
Abril	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
1995	I-TEMPO_TEMPO_CALEND
?	O
De	O
que	O
equipa	O
é	O
treinador	O
Johann	B-PESSOA_INDIVIDUAL
Cruyff	I-PESSOA_INDIVIDUAL
?	O
De	O
que	O
selecção	O
é	O
Ravelli	B-PESSOA_INDIVIDUAL
é	O
o	O
guarda	O
-	O
redes	O
?	O
Quem	O
foram	O
os	O
adversários	O
do	O
Boavista	B-PESSOA_GRUPOMEMBRO
na	O
Taça	B-ACONTECIMENTO_ORGANIZADO
UEFA	I-ACONTECIMENTO_ORGANIZADO
de	B-TEMPO_TEMPO_CALEND
1994	I-TEMPO_TEMPO_CALEND
?	O
Diga	O
um	O
jornal	O
norueguês	O
.	O
Onde	O
trabalha	O
José	B-PESSOA_INDIVIDUAL
Rodrigues	I-PESSOA_INDIVIDUAL
Filho	I-PESSOA_INDIVIDUAL
?	O
Que	O
povo	O
foi	O
convertido	O
Ã	O
  	O
ortodoxia	O
durante	O
a	O
Idade	O
Média	O
?	O
Que	O
hospital	O
fica	O
em	O
Matosinhos	B-LOCAL_HUMANO
?	O
Ravelli	B-PESSOA_INDIVIDUAL
é	O
o	O
goleiro	O
de	O
que	O
seleção	O
?	O
Qual	O
o	O
actual	O
nome	O
do	O
Ceilão	B-LOCAL_HUMANO
?	O
Que	O
competição	O
se	O
realizou	O
pela	O
primeira	O
vez	O
em	B-TEMPO_TEMPO_CALEND
1896	I-TEMPO_TEMPO_CALEND
?	O
Qual	O
foi	O
o	O
resultado	O
do	O
Itália	B-PESSOA_GRUPOMEMBRO
-	O
Nigéria	B-PESSOA_GRUPOMEMBRO
no	O
Campeonato	B-ACONTECIMENTO_ORGANIZADO
do	I-ACONTECIMENTO_ORGANIZADO
Mundo	I-ACONTECIMENTO_ORGANIZADO
de	B-TEMPO_TEMPO_CALEND
1994	I-TEMPO_TEMPO_CALEND
?	O
Em	O
que	O
desporto	O
é	O
Torneio	B-ACONTECIMENTO_ORGANIZADO
das	I-ACONTECIMENTO_ORGANIZADO
Cinco	I-ACONTECIMENTO_ORGANIZADO
Nações	I-ACONTECIMENTO_ORGANIZADO
?	O
Em	O
que	O
língua	O
está	O
escrito	O
o	O
Alcorão	B-OBRA_REPRODUZIDA
?	O
Em	O
que	O
telenovela	O
aparece	O
o	O
prefeito	O
Odorico	B-PESSOA_INDIVIDUAL
?	O
Diga	O
um	O
livro	O
de	O
Júlio	B-PESSOA_INDIVIDUAL
Verne	I-PESSOA_INDIVIDUAL
.	O
Que	O
edifício	O
foi	O
erigido	O
no	B-TEMPO_TEMPO_CALEND
século	I-TEMPO_TEMPO_CALEND
12	I-TEMPO_TEMPO_CALEND
?	O
Que	O
guerra	O
durou	O
de	B-TEMPO_TEMPO_CALEND
1865	I-TEMPO_TEMPO_CALEND
a	I-TEMPO_TEMPO_CALEND
1870	I-TEMPO_TEMPO_CALEND
?	O
Para	O
que	O
instrumento	O
são	O
os	O
concertos	O
de	O
Chopin	B-PESSOA_INDIVIDUAL
?	O
Qual	O
a	O
língua	O
mais	O
falada	O
no	O
Québec	B-LOCAL_HUMANO
?	O
Qual	O
a	O
nacionalidade	O
de	O
Geoffrey	B-PESSOA_INDIVIDUAL
Oryema	I-PESSOA_INDIVIDUAL
?	O
Qual	O
a	O
religião	O
oficial	O
da	O
Tailândia	B-LOCAL_HUMANO
?	O
Qual	O
é	O
o	O
planeta	O
vermelho	O
?	O
Que	O
corpo	O
celeste	O
é	O
Toutatis	B-COISA_OBJECTO
?	O
Que	O
ensina	O
Vital	B-PESSOA_INDIVIDUAL
do	I-PESSOA_INDIVIDUAL
Rego	I-PESSOA_INDIVIDUAL
?	O
Quem	O
venceu	O
o	O
open	O
da	O
Austrália	B-LOCAL_HUMANO
em	B-TEMPO_TEMPO_CALEND
1995	I-TEMPO_TEMPO_CALEND
?	O
De	O
quem	O
é	O
"	O
O	B-OBRA_REPRODUZIDA
Capital	I-OBRA_REPRODUZIDA
"	O
?	O
Diga	O
um	O
jogador	O
francês	O
do	O
Manchester	B-PESSOA_GRUPOMEMBRO
United	I-PESSOA_GRUPOMEMBRO
.	O
Quem	O
salvou	O
judeus	O
durante	O
a	O
Segunda	B-ACONTECIMENTO_EFEMERIDE
Guerra	I-ACONTECIMENTO_EFEMERIDE
Mundial	I-ACONTECIMENTO_EFEMERIDE
?	O
Diga	O
um	O
escritor	O
chinês	O
.	O
Diga	O
um	O
Herói	O
da	O
União	B-LOCAL_HUMANO
Soviética	I-LOCAL_HUMANO
.	O
Mencione	O
um	O
membro	O
da	O
Academia	B-ORGANIZACAO_INSTITUICAO
Francesa	I-ORGANIZACAO_INSTITUICAO
.	O
Quem	O
foi	O
presidente	B-PESSOA_CARGO
da	I-PESSOA_CARGO
Suíça	I-PESSOA_CARGO
no	B-TEMPO_TEMPO_CALEND
ano	I-TEMPO_TEMPO_CALEND
de	I-TEMPO_TEMPO_CALEND
1995	I-TEMPO_TEMPO_CALEND
?	O
Quem	O
criou	O
Spirou	B-COISA_OBJECTO
?	O
Quem	O
escreveu	O
"	O
A	B-OBRA_REPRODUZIDA
Capital	I-OBRA_REPRODUZIDA
"	O
?	O
Quem	O
escreveu	O
"	O
O	B-OBRA_REPRODUZIDA
Idiota	I-OBRA_REPRODUZIDA
"	O
?	O
Quem	O
é	O
"	O
Toninho	B-PESSOA_INDIVIDUAL
Malvadeza	I-PESSOA_INDIVIDUAL
"	O
?	O
Quem	O
é	O
o	O
sogro	O
de	O
Mohammad	B-PESSOA_INDIVIDUAL
Khalifa	I-PESSOA_INDIVIDUAL
?	O
Quem	O
é	O
que	O
escreveu	O
"	O
Os	B-OBRA_REPRODUZIDA
Persas	I-OBRA_REPRODUZIDA
"	O
?	O
Desde	O
quando	O
é	O
Portugal	B-ORGANIZACAO_ADMINISTRACAO
uma	O
república	O
?	O
Quando	O
houve	O
uma	O
erupção	O
do	O
Vesúvio	B-LOCAL_FISICO
?	O
Quando	O
reinou	O
Isabel	B-PESSOA_INDIVIDUAL
I	I-PESSOA_INDIVIDUAL
?	O
Quando	O
teve	O
lugar	O
a	O
primeira	O
edição	O
da	O
Taça	B-ACONTECIMENTO_ORGANIZADO
Davis	I-ACONTECIMENTO_ORGANIZADO
?	O
Quando	O
viveu	O
Franz	B-PESSOA_INDIVIDUAL
Liszt	I-PESSOA_INDIVIDUAL
?	O
Quando	O
é	O
que	O
Cleópatra	B-PESSOA_INDIVIDUAL
se	O
suicidou	O
?	O
Quando	O
é	O
que	O
a	O
URSS	B-ORGANIZACAO_ADMINISTRACAO
invadiu	O
a	O
Manchúria	B-LOCAL_HUMANO
?	O
TROPA	O
DE	O
ELITE	O
,	O
OSSO	O
DURO	O
DE	O
ROER	O
,	O
PEGA	O
UM	O
PEGA	O
GERAL	O
,	O
TAMBÉM	O
VAI	O
PEGAR	O
VOCÊ	O
!	O
Ontem	B-TEMPO_TEMPO_CALEND
,	O
na	O
esquina	O
de	O
casa	O
,	O
um	O
camelô	O
estendia	O
seus	O
murais	O
com	O
capas	O
de	O
DVDs	O
mal	O
impressas	O
.	O
Passei	O
por	O
ele	O
sem	O
me	O
importar	O
,	O
era	O
apenas	O
mais	O
um	O
desses	O
caras	O
que	O
atrapalham	O
o	O
nosso	O
caminho	O
pelas	O
calçadas	O
.	O
Continuei	O
rumo	O
à	O
sessão	O
das	B-TEMPO_TEMPO_CALEND
19h	I-TEMPO_TEMPO_CALEND
no	O
Espaço	B-LOCAL_HUMANO
de	I-LOCAL_HUMANO
Cinema	I-LOCAL_HUMANO
em	O
Botafogo	B-LOCAL_HUMANO
.	O
Trinta	O
passos	O
adiante	O
parei	O
e	O
lembrei	O
do	O
recente	O
caso	O
"	O
Tropa	B-ACONTECIMENTO_EVENTO
de	I-ACONTECIMENTO_EVENTO
Elite	I-ACONTECIMENTO_EVENTO
:	O
o	O
filme	O
tinha	O
vazado	O
no	O
pirata	O
,	O
e	O
desde	B-TEMPO_TEMPO_CALEND
o	I-TEMPO_TEMPO_CALEND
início	I-TEMPO_TEMPO_CALEND
da	I-TEMPO_TEMPO_CALEND
semana	I-TEMPO_TEMPO_CALEND
estava	O
sendo	O
vendido	O
nas	O
ruas	O
do	O
Rio	B-LOCAL_HUMANO
.	O
Titubeei	O
um	O
pouco	O
,	O
podia	O
perder	O
a	O
sessão	O
no	O
cinema	O
,	O
mas	O
acabei	O
voltando	O
para	O
conferir	O
os	O
títulos	O
que	O
o	O
camelô	O
oferecia	O
.	O
Cheguei	O
devagar	O
,	O
olhando	O
meio	O
de	O
longe	O
,	O
um	O
pouco	O
constrangido	O
,	O
confesso	O
.	O
Ainda	O
sou	O
dessas	O
pessoas	O
que	O
têm	O
um	O
certo	O
pudor	O
em	O
ficar	O
ali	O
,	O
cara	O
a	O
cara	O
com	O
o	O
pirata	O
.	O
Logo	O
encontrei	O
dois	O
títulos	O
nacionais	O
:	O
Xuxa	B-OBRA_REPRODUZIDA
Gêmeas	I-OBRA_REPRODUZIDA
e	O
Ó	B-OBRA_REPRODUZIDA
paí	I-OBRA_REPRODUZIDA
ó	I-OBRA_REPRODUZIDA
.	O
Perguntei	O
se	O
ele	O
tinha	O
Tropa	B-OBRA_REPRODUZIDA
de	I-OBRA_REPRODUZIDA
Elite	I-OBRA_REPRODUZIDA
,	O
o	O
rapaz	O
branquelo	O
,	O
com	O
cara	O
de	O
rapper	O
zona	O
sul	O
,	O
boné	O
e	O
bermudão	O
Billabong	B-COISA_CLASSE
respondeu	O
:	O
-	O
Com	O
certeza	O
!	O
Tem	O
sim	O
.	O
Quis	O
saber	O
mais	O
sobre	O
o	O
filme	O
,	O
como	O
se	O
só	O
tivesse	O
ouvido	O
falar	O
através	O
do	O
burburinho	O
das	O
ruas	O
:	O
-	O
Ah	O
,	O
esse	O
não	O
é	O
o	O
filme	O
que	O
teve	O
os	O
armamentos	O
roubados	O
no	O
"	O
Chapéu	B-LOCAL_HUMANO
Mangueira	I-LOCAL_HUMANO
"	O
?	O
-	O
É	O
esse	O
mesmo	O
.	O
É	O
com	O
o	O
Olavo	B-PESSOA_INDIVIDUAL
da	O
novela	O
.	O
-	O
Que	O
Olavo	B-PESSOA_INDIVIDUAL
?	O
-	O
O	O
Wagner	B-PESSOA_INDIVIDUAL
,	O
Wagner	B-PESSOA_INDIVIDUAL
Moura	I-PESSOA_INDIVIDUAL
.	O
-	O
Ah	O
legal	O
,	O
então	O
é	O
esse	O
mesmo	O
.	O
Quanto	O
é	O
?	O
-	O
É	O
cinco	O
.	O
-	O
E	O
a	O
qualidade	O
é	O
boa	O
?	O
-	O
É	O
sim	O
,	O
é	O
DVD	O
mesmo	O
,	O
não	O
é	O
VCD	O
não	O
.	O
Mídia	O
roxinha	O
!	O
-	O
Tá	O
completo	O
ne	O
?	O
Não	O
falta	O
cena	O
não	O
!	O
?	O
-	O
Completo	O
!	O
-	O
Beleza	O
então	O
,	O
se	O
a	O
qualidade	O
não	O
for	O
boa	O
eu	O
volto	O
aqui	O
amanhã	B-TEMPO_TEMPO_CALEND
e	O
troco	O
.	O
-	O
Tranqüilo	O
,	O
tá	O
garantido	O
.	O
E	O
tava	O
mesmo	O
.	O
A	O
qualidade	O
realmente	O
era	O
perfeita	O
,	O
som	O
e	O
imagem	O
de	O
primeira	O
,	O
cartelas	O
e	O
intertítulos	O
em	O
inglês	O
!	O
Só	O
faltaram	O
os	O
créditos	O
finais	O
.	O
Nessa	O
,	O
o	O
camelo	O
parou	O
pra	O
olhar	O
uma	O
conversa	O
meio	O
estranha	O
que	O
seu	O
companheiro	O
de	O
banca	O
travava	O
com	O
um	O
sujeito	O
meio	O
cara	O
de	O
PM	B-COISA_CLASSE
à	O
paisana	O
.	O
Ficou	O
ali	O
,	O
meio	O
de	O
esguelha	O
,	O
prestando	O
atenção	O
,	O
e	O
eu	O
,	O
ao	O
lado	O
,	O
esperando	O
o	O
produto	O
.	O
Parecia	O
que	O
a	O
conversa	O
alheia	O
fechava	O
alguma	O
combinação	O
.	O
Cutuquei	O
:	O
-	O
E	O
aê	O
,	O
tem	O
o	O
Tropa	B-COISA_OBJECTO
de	I-COISA_OBJECTO
Elite	I-COISA_OBJECTO
ou	O
não	O
?	O
-	O
perguntei	O
de	O
novo	O
,	O
querendo	O
sair	O
logo	O
pro	O
cinema	O
.	O
-	O
Tem	O
sim	O
.	O
Sai	O
um	O
Tropa	B-COISA_MEMBROCLASSE
aí	O
-	O
disse	O
o	O
branquelo	O
pro	O
chapa	O
.	O
O	O
comparsa	O
foi	O
lá	O
numa	O
bolsa	O
preta	O
e	O
pegou	O
lá	O
um	O
plástico	O
com	O
uma	O
folha	O
mal	O
impressa	O
que	O
trazia	O
Tropa	B-ABSTRACCAO_NOME
de	I-ABSTRACCAO_NOME
Elite	I-ABSTRACCAO_NOME
escrito	O
com	O
uma	O
fonte	O
meio	O
"	O
Linha	B-COISA_CLASSE
Direta	I-COISA_CLASSE
"	O
e	O
umas	O
fotos	O
não	O
identificáveis	O
que	O
deviam	O
reproduzir	O
cenas	O
do	O
filme	O
.	O
Dentro	O
vinha	O
o	O
DVD	O
da	O
"	O
mídia	O
roxinha	O
"	O
,	O
abri	O
pra	O
constatar	O
.	O
Me	O
entregou	O
logo	O
dizendo	O
:	O
-	O
Também	O
tem	O
aquele	O
ali	O
,	O
com	O
o	O
Lázaro	B-PESSOA_INDIVIDUAL
Ramos	I-PESSOA_INDIVIDUAL
,	O
"	O
Ó	B-OBRA_REPRODUZIDA
pái	I-OBRA_REPRODUZIDA
ó	I-OBRA_REPRODUZIDA
"	O
.	O
-	O
Ó	O
Paí	O
ó	O
,	O
to	O
ligado	O
,	O
esse	O
eu	O
já	O
vi	O
-	O
o	O
que	O
não	O
era	O
verdade	O
,	O
só	O
para	O
não	O
estender	O
mais	O
a	O
transação	O
.	O
-	O
Também	O
tem	O
o	O
Caixa	B-OBRA_REPRODUZIDA
Dois	I-OBRA_REPRODUZIDA
,	O
sabe	O
qual	O
é	O
?	O
-	O
Sei	O
sim	O
,	O
mas	O
hoje	B-TEMPO_TEMPO_CALEND
só	O
quero	O
o	O
Tropa	B-OBRA_REPRODUZIDA
mesmo	O
-	O
já	O
quase	O
íntimo	O
do	O
filme	O
do	O
Padilha	B-PESSOA_INDIVIDUAL
.	O
Paguei	O
e	O
fui	O
pro	O
cinema	O
pensando	O
na	O
tamanha	O
facilidade	O
com	O
que	O
aquele	O
filme	O
tinha	O
parado	O
nas	O
minhas	O
mãos	O
por	O
5	B-VALOR_MOEDA
pratas	I-VALOR_MOEDA
,	O
menos	O
que	O
um	O
big	O
mac	O
...	O
no	O
esforço	O
que	O
devia	O
ter	O
sido	O
fazer	O
tudo	O
aquilo	O
:	O
levantar	O
a	O
história	O
com	O
os	O
Bopes	B-PESSOA_GRUPOMEMBRO
,	O
roteirizar	O
em	O
zilhões	O
de	O
tratamentos	O
,	O
reservar	O
o	O
espaço	O
na	O
agenda	O
de	O
caras	O
como	O
Tulé	B-PESSOA_INDIVIDUAL
Peak	I-PESSOA_INDIVIDUAL
(	O
diretor	O
de	O
arte	O
)	O
,	O
Braulio	B-PESSOA_INDIVIDUAL
Mantovani	I-PESSOA_INDIVIDUAL
(	O
roteirista	O
)	O
e	O
Daniel	B-PESSOA_INDIVIDUAL
Rezende	I-PESSOA_INDIVIDUAL
(	O
montador	O
)	O
-	O
não	O
por	O
acaso	O
,	O
o	O
mesmo	O
trio	O
ternura	O
por	O
trás	O
de	O
Cidade	B-OBRA_REPRODUZIDA
de	I-OBRA_REPRODUZIDA
Deus	I-OBRA_REPRODUZIDA
-	O
,	O
e	O
além	O
disso	O
,	O
aprovar	O
o	O
projeto	O
,	O
captar	O
,	O
produzir	O
,	O
filmar	O
,	O
ter	O
as	O
filmagens	O
paralisadas	O
pelo	O
roubo	O
de	O
todo	O
o	O
armamento	O
cenográfico	O
,	O
artefatos	O
que	O
protagonizam	O
o	O
filme	O
do	O
início	O
ao	O
fim	O
,	O
e	O
ainda	O
finalizar	O
,	O
negociar	O
a	O
comercialização	O
,	O
traçar	O
uma	O
estratégia	O
de	O
marketing	O
,	O
etc	O
.	O
Uma	O
trabalheira	O
danada	O
.	O
E	O
depois	O
de	O
tudo	O
isso	O
,	O
ver	O
um	O
pedaço	O
mutilado	O
do	O
seu	O
"	O
filho	O
"	O
de	O
3	B-VALOR_QUANTIDADE
anos	I-VALOR_QUANTIDADE
parar	O
na	O
mão	O
de	O
geral	O
por	O
5	B-VALOR_MOEDA
real	I-VALOR_MOEDA
(	O
a	O
versão	O
que	O
circula	O
é	O
que	O
a	O
cópia	O
vendida	O
pelos	O
ambulantes	O
é	O
o	O
segundo	O
corte	O
do	O
filme	O
,	O
que	O
já	O
estaria	O
na	O
16ª	B-VALOR_CLASSIFICACAO
versão	O
da	O
montagem	O
)	O
.	O
É	O
um	O
caso	O
inédito	O
para	O
o	O
cinema	O
brasileiro	O
,	O
e	O
talvez	O
para	O
a	O
Polícia	B-ORGANIZACAO_INSTITUICAO
também	O
.	O
Um	O
filme	O
que	O
desperta	O
tal	O
interesse	O
do	O
público	O
,	O
de	O
forma	O
tão	O
espontânea	O
,	O
que	O
ganha	O
as	O
ruas	O
pela	O
via	O
da	O
ilegalidade	O
antes	O
do	O
seu	O
lançamento	O
nos	O
cinemas	O
,	O
numa	O
avassaladora	O
"	O
não	O
-	O
ação	O
"	O
de	O
marketing	O
viral	O
,	O
ou	O
numa	O
curiosa	O
referência	O
àquilo	O
mesmo	O
de	O
que	O
trata	O
sua	O
história	O
.	O
O	O
vazamento	O
da	O
cópia	O
já	O
está	O
sendo	O
investigado	O
pela	O
própria	O
Polícia	B-ORGANIZACAO_INSTITUICAO
.	O
Haja	O
metalinguagem	O
cinematográfica	O
!	O
Resta	O
saber	O
como	O
isso	O
vai	O
repercutir	O
daqui	O
pra	O
frente	O
.	O
Vai	O
ser	O
bom	O
ou	O
não	O
?	O
Quem	O
pode	O
ter	O
certeza	O
sobre	O
o	O
que	O
o	O
diretor	B-PESSOA_INDIVIDUAL
José	I-PESSOA_INDIVIDUAL
Padilha	I-PESSOA_INDIVIDUAL
diz	O
à	O
Folha	B-PESSOA_MEMBRO
de	I-PESSOA_MEMBRO
S.	I-PESSOA_MEMBRO
Paulo	I-PESSOA_MEMBRO
:	O
"	O
que	O
ninguém	O
sabe	O
o	O
efeito	O
que	O
as	O
vendas	O
piratas	O
terão	O
sobre	O
a	O
bilheteria	O
do	O
filme	O
,	O
mas	O
acredita	O
na	O
chance	O
de	O
não	O
haver	O
prejuízo	O
à	O
performance	O
da	O
venda	O
de	O
ingressos	O
,	O
já	O
que	O
,	O
analisa	O
,	O
o	O
público	O
do	O
DVD	O
pirata	O
é	O
um	O
e	O
o	O
dos	O
cinemas	O
,	O
outro	O
.	O
"	O
Ou	O
será	O
que	O
o	O
boca	O
a	O
boca	O
vai	O
fazer	O
o	O
filme	O
estourar	O
?	O
Vai	O
virar	O
reportagem	O
do	O
Fantástico	B-COISA_CLASSE
?	O
Ganhar	O
as	O
páginas	O
policiais	O
dos	O
jornais	O
mais	O
uma	O
vez	O
?	O
Mídia	O
espontânea	O
ou	O
um	O
baita	O
furo	O
pirata	O
,	O
ninguém	O
pode	O
dizer	O
ainda	O
.	O
O	O
que	O
dá	O
pra	O
comentar	O
do	O
lado	O
de	O
cá	O
é	O
que	O
o	O
filme	O
é	O
brilhantemente	O
aterrador	O
.	O
Um	O
thriller	O
que	O
combina	O
a	O
crueza	O
esquemática	O
de	O
Notícias	O
de	O
uma	O
guerra	O
particular	O
e	O
a	O
cinematografia	O
exuberante	O
de	O
Cidade	B-OBRA_REPRODUZIDA
de	I-OBRA_REPRODUZIDA
Deus	I-OBRA_REPRODUZIDA
.	O
Esse	O
é	O
só	O
o	O
começo	O
de	O
uma	O
grande	O
História	O
que	O
vem	O
por	O
aí	O
.	O
Em	O
breve	O
,	O
num	O
cinema	O
perto	O
de	O
você	O
.	O
contra	O
-	O
revoluções	O
musicais	O
Talvez	O
que	O
,	O
tendo	O
a	O
música	O
uma	O
componente	O
tão	O
física	O
não	O
seja	O
apetecível	O
o	O
aleatório	O
,	O
o	O
algorítmico	O
.	O
É	O
mais	O
do	O
que	O
tropeçar	O
,	O
caír	O
,	O
espalhar	O
o	O
corpo	O
em	O
mil	O
bocados	O
.	O
"	O
Se	O
a	O
música	O
comtemporânea	O
pôde	O
ser	O
considerada	O
incompreensível	O
quanto	O
ao	O
seu	O
código	O
de	O
leitura	O
,	O
hoje	B-TEMPO_TEMPO_CALEND
já	O
não	O
é	O
a	O
música	O
que	O
se	O
tornou	O
incompreensível	O
mas	O
sim	O
o	O
público	O
.	O
"	O
Metzger	O
,	O
Heins	O
-	O
Klaus.cit.,p.2	O
Afinal	O
não	O
somos	O
todos	O
o	O
mesmo	O
público	O
?	O
posted	O
by	O
DGP	O
@	O
4:29	O
AM	O
2	B-VALOR_QUANTIDADE
Comments	O
:	O
At	O
1:55	O
PM	O
,	O
César	O
Viana	O
said	O
...	O
Será	O
que	O
hoje	B-TEMPO_GENERICO
ainda	O
podemos	O
falar	O
de	O
"	O
a	O
