THANKSGIVING	B-ACONTECIMENTO
de	O
sociedade	O
no	O
qual	O
prevaleça	O
a	O
valorização	O
do	O
ser	O
humano	O
e	O
o	O
repúdio	O
a	O
todas	O
as	O
formas	O
de	O
opressão	O
ou	O
aviltamento	O
da	O
dignidade	O
humana	O
;	O
na	O
defesa	O
da	O
manutenção	O
da	O
ordem	O
constitucional	O
dentro	O
de	O
um	O
Estado	B-ABSTRACCAO
Democrático	I-ABSTRACCAO
de	I-ABSTRACCAO
Direito	I-ABSTRACCAO
cuja	O
ordem	O
social	O
tenha	O
como	O
base	O
o	O
primado	O
do	O
trabalho	O
e	O
como	O
objetivo	O
o	O
bem	O
estar	O
e	O
a	O
justiça	O
sociais	O
;	O
na	O
defesa	O
intransigente	O
dos	O
princípios	O
da	O
moralidade	O
,	O
da	O
impessoalidade	O
,	O
da	O
publicidade	O
,	O
da	O
indisponibilidade	O
do	O
interesse	O
público	O
e	O
da	O
legalidade	O
no	O
âmbito	O
da	O
Administração	B-ORGANIZACAO
Pública	I-ORGANIZACAO
.	O
O	O
IBAP	B-ORGANIZACAO
atua	O
concretamente	O
,	O
através	O
de	O
propostas	O
ou	O
denúncias	O
,	O
na	O
defesa	O
da	O
consolidação	O
democrática	O
do	O
Brasil	B-ORGANIZACAO
e	O
na	O
defesa	O
das	O
prerrogativas	O
do	O
Advogado	B-ABSTRACCAO
Público	I-ABSTRACCAO
.	O
8.2	O
.	O
O	O
IBAP	B-ORGANIZACAO
é	O
associado	O
a	O
alguma	O
entidade	O
internacional	O
?	O
R	O
:	O
Não	O
,	O
a	O
despeito	O
de	O
atuar	O
em	O
harmonia	O
com	O
as	O
diretrizes	O
de	O
determinadas	O
Organizações	B-ORGANIZACAO
Internacionais	I-ORGANIZACAO
,	O
como	O
a	O
Anistia	B-ORGANIZACAO
Internacional	I-ORGANIZACAO
,	O
o	O
IBAP	B-ORGANIZACAO
não	O
mantém	O
nenhum	O
vínculo	O
com	O
entidades	O
internacionais	O
.	O
8.3	O
.	O
O	O
que	O
o	O
IBAP	B-ORGANIZACAO
fez	O
e	O
faz	O
pela	O
institucionalização	O
dos	O
órgãos	O
de	O
Advocacia	B-ABSTRACCAO
Pública	I-ABSTRACCAO
?	O
R	O
:	O
A	O
luta	O
pela	O
institucionalização	O
dos	O
órgãos	O
de	O
Advocacia	B-ABSTRACCAO
Pública	I-ABSTRACCAO
constitui	O
uma	O
das	O
principais	O
bandeiras	O
do	O
Instituto	B-ORGANIZACAO
Brasileiro	I-ORGANIZACAO
de	I-ORGANIZACAO
Advocacia	I-ORGANIZACAO
Pública	I-ORGANIZACAO
e	O
está	O
,	O
na	O
realidade	O
,	O
presente	O
em	O
praticamente	O
todas	O
as	O
manifestações	O
públicas	O
do	O
Instituto	B-ORGANIZACAO
Brasileiro	I-ORGANIZACAO
de	I-ORGANIZACAO
Advocacia	I-ORGANIZACAO
Pública	I-ORGANIZACAO
.	O
O	O
editorial	O
do	O
Boletim	O
Advocacia	O
Pública	O
n.	O
1	O
,	O
intitulado	O
"	O
Institucionalização	B-ABSTRACCAO
dos	I-ABSTRACCAO
Órgãos	I-ABSTRACCAO
de	I-ABSTRACCAO
Advocacia	I-ABSTRACCAO
Pública	I-ABSTRACCAO
"	O
,	O
oferece	O
as	O
diretrizes	O
básicas	O
de	O
nossa	O
linha	O
de	O
atuação	O
.	O
Esse	O
tema	O
abriu	O
o	O
primeiro	O
evento	O
cultural	O
realizado	O
pelo	O
IBAP	B-ORGANIZACAO
,	O
o	O
Primeiro	B-ACONTECIMENTO
Seminário	I-ACONTECIMENTO
Estadual	I-ACONTECIMENTO
"	I-ACONTECIMENTO
Advocacia	I-ACONTECIMENTO
Pública	I-ACONTECIMENTO
e	I-ACONTECIMENTO
Sociedade	I-ACONTECIMENTO
"	I-ACONTECIMENTO
,	O
realizado	O
em	O
São	B-LOCAL
Paulo	I-LOCAL
/	O
SP	B-LOCAL
,	O
no	B-TEMPO
ano	I-TEMPO
de	I-TEMPO
1995	I-TEMPO
.	O
No	B-TEMPO
dia	I-TEMPO
25	I-TEMPO
de	I-TEMPO
outubro	I-TEMPO
de	I-TEMPO
1995	I-TEMPO
,	O
no	O
Auditório	B-LOCAL
Pedroso	I-LOCAL
Horta	I-LOCAL
,	O
da	O
Câmara	B-LOCAL
Municipal	I-LOCAL
de	O
São	B-LOCAL
Paulo	I-LOCAL
,	O
aproximadamente	B-VALOR
150	I-VALOR
operadores	O
do	O
Direito	B-ABSTRACCAO
assistiram	O
as	O
palestras	O
de	O
Cláudia	B-PESSOA
Aparecida	I-PESSOA
de	I-PESSOA
Souza	I-PESSOA
Trindade	I-PESSOA
(	O
Procuradoria	B-ORGANIZACAO
da	I-ORGANIZACAO
Fazenda	I-ORGANIZACAO
Nacional	I-ORGANIZACAO
)	O
,	O
Márcio	B-PESSOA
Cammarosano	I-PESSOA
(	O
Procuradoria	B-ORGANIZACAO
do	O
Município	B-LOCAL
de	I-LOCAL
Santo	I-LOCAL
André	I-LOCAL
)	O
,	O
Paulo	B-PESSOA
Francisco	I-PESSOA
Von	I-PESSOA
Bruck	I-PESSOA
Lacerda	I-PESSOA
(	O
Procuradoria	O
Geral	O
do	O
do	O
Estado	O
de	O
São	O
Paulo	O
)	O
e	O
Walkure	B-PESSOA
Lopes	I-PESSOA
Ribeiro	I-PESSOA
da	I-PESSOA
Silva	I-PESSOA
(	O
Professora	B-PESSOA
da	O
Faculdade	B-ORGANIZACAO
de	I-ORGANIZACAO
Direito	I-ORGANIZACAO
da	O
USP	B-ORGANIZACAO
.	O
O	O
evento	O
encontra	O
-	O
se	O
disponível	O
em	O
fita	O
cassete	O
para	O
os	O
associados	O
regulares	O
do	O
IBAP	B-ORGANIZACAO
.	O
A	O
palestra	O
da	O
Professora	B-PESSOA
Walkure	I-PESSOA
Lopes	I-PESSOA
Ribeiro	I-PESSOA
da	I-PESSOA
Silva	I-PESSOA
encontra	O
-	O
se	O
transcrita	O
no	O
volume	O
4	O
dos	O
cadernos	O
"	O
Advocacia	B-OBRA
Pública	I-OBRA
em	I-OBRA
Debate	I-OBRA
"	O
,	O
também	O
disponíveis	O
para	O
associados	O
regulares	O
.	O
Em	B-TEMPO
1997	I-TEMPO
,	O
por	O
ocasião	O
do	O
Primeiro	B-ACONTECIMENTO
Congresso	I-ACONTECIMENTO
Brasileiro	I-ACONTECIMENTO
de	I-ACONTECIMENTO
Advocacia	I-ACONTECIMENTO
Pública	I-ACONTECIMENTO
,	O
realizado	O
em	O
Campos	B-LOCAL
do	I-LOCAL
Jordão	I-LOCAL
/	O
SP	B-LOCAL
,	O
a	O
abertura	O
do	O
evento	O
também	O
privilegiou	O
o	O
debate	O
sobre	O
esse	O
tema	O
,	O
ocasião	O
em	O
que	O
Guilherme	B-PESSOA
José	I-PESSOA
Purvin	I-PESSOA
de	I-PESSOA
Figueiredo	I-PESSOA
(	O
PGE/SP	B-ORGANIZACAO
)	O
expôs	O
sobre	O
o	O
tema	O
"	O
Advocacia	B-ABSTRACCAO
Pública	I-ABSTRACCAO
:	I-ABSTRACCAO
Tendências	I-ABSTRACCAO
e	I-ABSTRACCAO
Desafios	I-ABSTRACCAO
"	O
e	O
o	O
Deputado	B-PESSOA
Estadual	I-PESSOA
José	I-PESSOA
Eduardo	I-PESSOA
Ferreira	I-PESSOA
Neto	I-PESSOA
,	O
sobre	O
o	O
tema	O
"	O
Independência	B-ABSTRACCAO
das	I-ABSTRACCAO
Procuradorias	I-ABSTRACCAO
dos	I-ABSTRACCAO
Estados	I-ABSTRACCAO
e	I-ABSTRACCAO
Municípios	I-ABSTRACCAO
frente	I-ABSTRACCAO
ao	I-ABSTRACCAO
Poder	I-ABSTRACCAO
Público	I-ABSTRACCAO
"	O
.	O
No	O
âmbito	O
judicial	O
,	O
o	O
IBAP	B-ORGANIZACAO
requereu	O
o	O
seu	O
ingresso	O
na	O
qualidade	O
de	O
assistente	O
,	O
em	O
ação	O
civil	O
pública	O
ajuizada	O
pelo	O
Ministério	B-ORGANIZACAO
Público	I-ORGANIZACAO
Federal	I-ORGANIZACAO
,	O
na	O
Justiça	B-LOCAL
Federal	I-LOCAL
de	O
São	B-LOCAL
Paulo	I-LOCAL
,	O
na	O
defesa	O
das	O
prerrogativas	O
do	O
Procurador	B-PESSOA
da	I-PESSOA
Fazenda	I-PESSOA
Nacional	I-PESSOA
.	O
8.4	O
.	O
O	O
IBAP	B-ORGANIZACAO
na	O
luta	O
pela	O
cidadania	O
plena	O
para	O
a	O
Pessoa	B-ABSTRACCAO
Portadora	I-ABSTRACCAO
de	I-ABSTRACCAO
Deficiência	I-ABSTRACCAO
.	O
Além	O
de	O
publicar	O
o	O
livro	O
"	O
Direitos	B-OBRA
da	I-OBRA
Pessoa	I-OBRA
Portadora	I-OBRA
de	I-OBRA
Deficiência	I-OBRA
"	O
e	O
promover	O
o	O
Seminário	O
"	O
Ordem	B-ACONTECIMENTO
Constitucional	I-ACONTECIMENTO
e	I-ACONTECIMENTO
os	I-ACONTECIMENTO
Direitos	I-ACONTECIMENTO
da	I-ACONTECIMENTO
Pessoa	I-ACONTECIMENTO
Portadora	I-ACONTECIMENTO
de	I-ACONTECIMENTO
Deficiência	I-ACONTECIMENTO
"	O
,	O
o	O
IBAP	B-ORGANIZACAO
mantém	O
uma	O
página	O
exclusivamente	O
dedicada	O
ao	O
tema	O
,	O
onde	O
se	O
encontram	O
veiculados	O
cursos	O
,	O
publicações	O
,	O
links	O
e	O
legislação	O
.	O
8.5	O
.	O
O	O
IBAP	B-ORGANIZACAO
na	O
luta	O
pela	O
defesa	O
do	O
Meio	B-OUTRO
Ambiente	I-OUTRO
8.6	O
.	O
O	O
IBAP	B-ORGANIZACAO
e	O
a	O
Questão	O
de	O
Gênero	O
(	O
Mulher	O
)	O
8.7	O
.	O
O	O
IBAP	B-ORGANIZACAO
na	O
luta	O
pela	O
erradicação	O
do	O
trabalho	O
infantil	O
O	O
Kuduro	B-ABSTRACCAO
e	O
nós	O
.	O
Teria	O
mesmo	O
algo	O
a	O
ver	O
?	O
Ku	B-ABSTRACCAO
,	O
palavra	O
e	O
não	O
palavrão	O
,	O
parece	O
vir	O
do	O
mais	O
puro	O
vernáculo	O
do	O
Kimbundo	B-ABSTRACCAO
(	O
MataKu	B-ABSTRACCAO
=	O
nádegas	O
,	O
assento	O
plural	O
de	O
ritaku	O
)	O
,	O
principal	O
língua	O
falada	O
em	O
Luanda	B-LOCAL
,	O
Angola	B-LOCAL
(	O
da	O
qual	O
falamos	O
centenas	O
de	O
vocábulos	O
,	O
sem	O
saber	O
-	O
inclusive	O
Ku	B-ABSTRACCAO
,	O
certo	O
?	O
)	O
O	O
sentido	O
figurado	O
da	O
palavra	O
é	O
,	O
exatamente	O
,	O
o	O
mesmo	O
que	O
usamos	O
no	O
Brasil	B-LOCAL
:	O
Bunda	B-ABSTRACCAO
(	O
palavra	O
aliás	O
,	O
oriunda	O
também	O
do	O
mesmo	O
Kimbundo	B-ABSTRACCAO
)	O
,	O
literalmente	O
traduzida	O
para	O
o	O
portugês	O
também	O
como	O
nádegas	O
.	O
O	O
sentido	O
da	O
expressão	O
Kuduro	B-ABSTRACCAO
poderá	O
ser	O
melhor	O
explicado	O
por	O
um	O
Angolano	O
,	O
mas	O
,	O
ao	O
que	O
tudo	O
indica	O
,	O
significa	O
o	O
que	O
parece	O
:	O
Kuduro	B-ABSTRACCAO
=	O
Bunda	B-ABSTRACCAO
imóvel	O
,	O
sem	O
rebolar	O
,	O
o	O
que	O
,	O
considerando	O
-	O
se	O
que	O
um	O
dos	O
movimentos	O
fundamentais	O
da	O
dança	O
angolana	O
é	O
o	O
sofisticado	O
rebolado	O
(	O
dos	O
homens	O
inclusive	O
)	O
,	O
é	O
muito	O
significativo	O
.	O
Algo	O
como	O
uma	O
dança	O
diferente	O
,	O
supostamente	O
'	O
moderna	O
'	O
,	O
no	O
âmbito	O
das	O
danças	O
tradicionais	O
que	O
,	O
como	O
já	O
disse	O
são	O
,	O
extremamente	O
,	O
rebolativas	O
.	O
Contudo	O
,	O
dança	O
livre	O
que	O
é	O
,	O
no	O
Kuduro	B-ABSTRACCAO
também	O
se	O
pode	O
rebolar	O
,	O
é	O
claro	O
,	O
basta	O
querer	O
.	O
Dito	O
isto	O
,	O
o	O
Kuduro	B-ABSTRACCAO
,	O
inserido	O
no	O
âmbito	O
da	O
cultura	O
Hip	B-ABSTRACCAO
Hop	I-ABSTRACCAO
,	O
é	O
uma	O
dança	O
de	O
rua	O
(	O
ou	O
uma	O
street	O
dance	O
,	O
para	O
quem	O
gosta	O
americanismos	O
)	O
Como	O
todos	O
os	O
outros	O
gêneros	O
assemelhados	O
,	O
o	O
Funk	B-ABSTRACCAO
carioca	O
e	O
o	O
Kwaito	B-ABSTRACCAO
(	O
da	O
África	B-LOCAL
do	I-LOCAL
Sul	I-LOCAL
)	O
é	O
a	O
resposta	O
africana	O
avassaladora	O
influência	O
da	O
indústria	O
cultural	O
de	O
massa	O
capitalista	O
,	O
cujo	O
eixo	O
como	O
se	O
sabe	O
,	O
localiza	O
-	O
se	O
,	O
desde	O
o	O
fim	O
da	O
segunda	O
guerra	O
mundial	O
,	O
na	O
América	B-LOCAL
do	I-LOCAL
Norte	I-LOCAL
.	O
Mas	O
o	O
Kuduro	B-ABSTRACCAO
também	O
é	O
um	O
símbolo	O
dos	O
mais	O
fortes	O
,	O
neste	B-TEMPO
momento	I-TEMPO
,	O
da	O
enorme	O
capacidade	O
da	O
resistência	O
cultural	O
das	O
populações	O
não	O
-	O
brancas	O
,	O
do	O
outrora	B-TEMPO
chamado	O
Terceiro	B-ABSTRACCAO
Mundo	I-ABSTRACCAO
,	O
diante	O
da	O
pressão	O
globalizante	O
,	O
sinônimo	O
evidente	O
de	O
aculturação	O
.	O
Kuduro	O
Checkup	O
No	O
Kuduro	B-ABSTRACCAO
angolano	O
-	O
e	O
vejam	O
vocês	O
mesmos	O
que	O
coisa	O
curiosa	O
!	O
-	O
os	O
passos	O
do	O
mix	O
,	O
da	O
fusão	O
com	O
o	O
break	O
,	O
são	O
o	O
mais	O
puro	O
e	O
carioca	O
dos	O
Sambas	B-ABSTRACCAO
.	O
Incrível	O
!	O
Acreditem	O
,	O
mas	O
,	O
os	O
Pupilos	B-PESSOA
do	I-PESSOA
Kuduro	I-PESSOA
,	O
e	O
outros	O
kuduristas	O
,	O
quando	O
em	O
conjunto	O
,	O
dançam	O
,	O
quase	O
exatamente	O
,	O
o	O
que	O
a	O
nossa	O
Ala	B-PESSOA
dos	I-PESSOA
Malandrinhos	I-PESSOA
dançava	O
lá	O
naqueles	B-TEMPO
bem	I-TEMPO
passados	I-TEMPO
anos	I-TEMPO
60	I-TEMPO
.	O
Os	O
braços	O
e	O
as	O
mãos	O
dançam	O
break	O
,	O
mas	O
,	O
da	O
cintura	O
para	O
baixo	O
,	O
bundas	O
e	O
pernas	O
dançam	O
o	O
mais	O
desbragado	O
dos	O
Sambas	B-ABSTRACCAO
.	O
Pode	O
?	O
Teria	O
sido	O
aquela	O
minha	O
saudosa	O
rapaziada	O
de	O
Padre	B-LOCAL
Miguel	I-LOCAL
a	O
inventora	O
do	O
Kuduro	B-ABSTRACCAO
?	O
Alguns	O
pesquisadores	O
tentam	O
explicar	O
a	O
estrutura	O
da	O
base	O
rítmica	O
,	O
da	O
batida	O
(	O
beat	O
)	O
do	O
Kuduro	B-ABSTRACCAO
por	O
meio	O
de	O
teorias	O
moderninhas	O
ou	O
simplificações	O
que	O
insistem	O
em	O
preconizar	O
a	O
importância	O
,	O
ao	O
nosso	O
ver	O
,	O
exagerada	O
,	O
das	O
tecnologias	O
na	O
criação	O
e	O
na	O
evolução	O
destas	O
danças	O
e	O
gêneros	O
musicais	O
.	O
Os	O
reis	O
da	O
parada	O
seriam	O
portanto	O
os	O
equipamentos	O
eletrônicos	O
(	O
como	O
o	O
já	O
velho	O
Sampler	B-COISA
,	O
por	O
exemplo	O
)	O
.	O
Apenas	O
uma	O
opinião	O
,	O
mas	O
,	O
é	O
preciso	O
cuidado	O
porque	O
assim	O
,	O
por	O
extensão	O
,	O
o	O
papel	O
do	O
Mocinho	B-OUTRO
poderia	O
ser	O
atribuído	O
a	O
sociedade	O
neoliberal	O
globalizada	O
,	O
ao	O
Capitalismo	B-ABSTRACCAO
em	O
suma	O
,	O
e	O
ao	O
estupendo	O
grau	O
de	O
desenvolvimento	O
tecnológico	O
que	O
ele	O
propicia	O
.	O
Besteira	O
.	O
Baita	O
injustiça	O
,	O
sobretudo	O
.	O
Não	O
há	O
nada	O
de	O
novo	O
nesta	O
praia	O
deserta	O
,	O
neste	O
giro	O
do	O
prato	O
de	O
velha	O
vitrola	O
hi	O
fi	O
.	O
O	O
Sampler	B-COISA
e	O
sucedâneos	O
são	O
,	O
neste	O
contexto	O
,	O
apenas	O
instrumentos	O
musicais	O
,	O
meios	O
,	O
facilitadores	O
de	O
registro	O
,	O
meros	O
suportes	O
.	O
Se	O
disponíveis	O
estiverem	O
,	O
ferramentas	O
de	O
cultura	O
serão	O
.	O
Se	O
não	O
estiverem	O
,	O
outras	O
ferramentas	O
se	O
inventarão	O
.	O
Aliás	O
,	O
o	O
que	O
um	O
Sampler	B-COISA
faz	O
mesmo	O
?	O
Não	O
muda	O
nada	O
.	O
Copia	O
.	O
E	O
haja	O
periferia	O
e	O
miséria	O
para	O
samplear	O
.	O
A	O
grande	O
sacação	O
(	O
e	O
isto	O
vem	O
desde	O
que	O
o	O
mundo	O
é	O
mundo	O
)	O
é	O
,	O
portanto	O
,	O
a	O
capacidade	O
do	O
homem	O
de	O
tirar	O
leite	O
das	O
pedras	O
,	O
resistir	O
sem	O
esmorecer	O
jamais	O
,	O
reinventando	O
linguagens	O
,	O
recriando	O
sempre	O
a	O
partir	O
de	O
dados	O
do	O
cotidiano	O
,	O
subvertendo	O
referências	O
e	O
sentidos	O
comunicativos	O
,	O
extraídos	O
de	O
seu	O
passado	O
mais	O
remoto	O
,	O
cimentando	O
os	O
degraus	O
do	O
presente	O
,	O
sem	O
ilusões	O
de	O
modernidades	O
vãs	O
ou	O
de	O
futuro	O
radiante	O
.	O
Vírus	O
no	O
sistema	O
.	O
O	O
Mocinho	B-OUTRO
verdadeiro	O
desta	O
história-	O
o	O
anti	O
herói	O
-	O
não	O
é	O
a	O
sociedade	O
,	O
mas	O
sim	O
o	O
homem	O
.	O
----------------------	O
Inside	O
the	O
Kuduro	O
(	O
em	O
português	O
não	O
ficaria	O
melhor	O
não	O
)	O
Senão	O
vejamos	O
:	O
Em	O
todos	O
os	O
gêneros	O
citados	O
(	O
entre	O
outros	O
)	O
,	O
a	O
alma	O
do	O
negócio	O
é	O
um	O
som	O
de	O
caixa	O
e	O
contratempo	O
.	O
É	O
esta	O
a	O
célula	O
rítmica	O
base	O
,	O
a	O
matriz	O
,	O
o	O
DNA	B-COISA
,	O
sobre	O
o	O
qual	O
se	O
criará	O
os	O
sons	O
que	O
bem	O
entendermos	O
.	O
Poderia	O
ser	O
um	O
humano	O
baterista	O
lá	O
no	O
fundo	O
,	O
marcando	O
a	O
batida	O
,	O
mas	O
,	O
fica	O
bem	O
mais	O
econômico	O
usar	O
um	O
som	O
gravado	O
.	O
No	O
caso	O
do	O
Kuduro	B-ABSTRACCAO
clássico	O
(	O
como	O
ocorre	O
com	O
toda	O
coqueluche	O
pop	O
,	O
as	O
distorções	O
e	O
deformações	O
aparecem	O
rapidamente	O
)	O
,	O
a	O
batida	O
copiada	O
(	O
sampleada	O
)	O
parece	O
ser	O
o	O
que	O
se	O
chamava	O
nos	B-TEMPO
anos	I-TEMPO
70	I-TEMPO
,	O
80	B-TEMPO
de	O
Kabetula	B-ABSTRACCAO
,	O
um	O
ritmo	O
muito	O
popular	O
em	O
Luanda	B-LOCAL
,	O
semelhante	O
ao	O
Semba	B-ABSTRACCAO
,	O
do	O
qual	O
talvez	O
seja	O
uma	O
variação	O
(	O
uma	O
outra	O
corrente	O
afirma	O
,	O
contudo	O
,	O
que	O
o	O
Kuduro	B-ABSTRACCAO
é	O
uma	O
variação	O
do	O
Kuzukuta	B-ABSTRACCAO
,	O
ritmo	O
popular	O
do	O
carnaval	O
angolano	O
)	O
.	O
Ficou	O
tudo	O
em	O
casa	O
,	O
no	O
entanto	O
,	O
porque	O
ambos	O
os	O
ritmos	O
(	O
como	O
a	O
maior	O
parte	O
das	O
danças	O
de	O
negro	O
do	O
Brasil	B-LOCAL
,	O
desde	B-TEMPO
,	I-TEMPO
pelo	I-TEMPO
menos	I-TEMPO
,	I-TEMPO
o	I-TEMPO
século	I-TEMPO
19	I-TEMPO
)	O
,	O
tipicamente	O
urbanos	O
que	O
são	O
,	O
vieram	O
,	O
provavelmente	O
,	O
do	O
Kaduke	B-ABSTRACCAO
,	O
espécie	O
de	O
Kuduro	B-ABSTRACCAO
surgido	O
na	O
cidade	O
de	O
Ambaça	B-LOCAL
(	O
Mbaka	B-LOCAL
)	O
,	O
grande	O
centro	O
urbano	O
e	O
comercial	O
(	O
!	O
)	O
lá	O
pelos	B-TEMPO
idos	I-TEMPO
de	I-TEMPO
1880	I-TEMPO
(	O
veja	O
Capello	B-OBRA
e	I-OBRA
Ivens	I-OBRA
)	O
,	O
no	B-TEMPO
tempo	I-TEMPO
da	O
colonização	O
portuguesa	O
em	O
Angola	B-LOCAL
Este	O
Kaduke	B-ABSTRACCAO
,	O
talvez	O
tenha	O
gerado	O
,	O
a	O
partir	O
do	O
mesmo	O
processo	O
,	O
no	O
Brasil	B-LOCAL
colonial	O
,	O
o	O
Kalundu	B-ABSTRACCAO
que	O
,	O
mesclado	O
à	O
danças	O
européias	O
como	O
a	O
Polka	B-ABSTRACCAO
e	O
a	O
Mazurka	B-ABSTRACCAO
(	O
espécies	O
de	O
danças	O
de	O
periferia	O
brancas	O
,	O
populares	O
na	O
Europa	B-LOCAL
central	O
)	O
,	O
deram	O
numa	O
dança	O
popularíssima	O
na	O
Corte	B-LOCAL
brasileira	O
(	O
um	O
Kuduro	B-ABSTRACCAO
colonial	O
)	O
chamada	O
de	O
Lundu	B-ABSTRACCAO
.	O
Pois	O
não	O
é	O
que	O
o	O
Kaduke	B-ABSTRACCAO
,	O
o	O
Kalundu	B-ABSTRACCAO
e	O
talvez	O
até	O
mesmo	O
o	O
Jongo	B-ABSTRACCAO
formaram	O
talvez	O
,	O
a	O
base	O
principal	O
-	O
coreográfica	O
e	O
musical-	O
do	O
que	O
conhecemos	O
vulgarmente	O
hoje	B-TEMPO
no	O
Brasil	B-LOCAL
como	O
Samba	B-ABSTRACCAO
?	O
Viram	O
só	O
?	O
Kuduro	B-ABSTRACCAO
e	O
Samba	B-ABSTRACCAO
:	O
Tudo	O
a	O
ver	O
.	O
Fenômeno	O
recorrente	O
,	O
efetivamente	O
,	O
existem	O
manifestações	O
como	O
o	O
Kuduro	B-ABSTRACCAO
em	O
todas	O
as	O
periferias	O
do	O
mundo	O
.	O
Decupando	O
a	O
estrutura	O
de	O
todas	O
elas	O
,	O
especialmente	O
no	O
que	O
diz	O
respeito	O
à	O
coreografia	O
,	O
encontraremos	O
,	O
quase	O
que	O
invariavelmente	O
,	O
a	O
seguinte	O
composição	O
:	O
Passos	O
e	O
gestos	O
de	O
Break	B-ABSTRACCAO
Dance	I-ABSTRACCAO
,	O
fundidos	O
a	O
movimentos	O
de	O
uma	O
ou	O
mais	O
danças	O
tradicionais	O
,	O
tribais	O
mesmo	O
em	O
muitos	O
casos	O
,	O
existentes	O
na	O
cultura	O
local	O
.	O
Alguém	O
já	O
parou	O
para	O
pensar	O
que	O
na	O
violenta	O
e	O
exuberante	O
expressão	O
coreográfica	O
de	O
uma	O
multidão	O
de	O
jovens	O
favelados	O
do	O
Rio	B-LOCAL
,	O
muitos	O
deles	O
portando	O
fuzis	O
automáticos	O
como	O
se	O
fossem	O
lanças	O
,	O
existem	O
passos	O
completamente	O
estranhos	O
ao	O
novaiorquino	O
repertório	O
de	O
movimentos	O
de	O
break	O
original	O
,	O
de	O
,	O
entre	O
outros	O
,	O
James	B-PESSOA
Brown	I-PESSOA
e	O
Michael	B-PESSOA
Jackson	I-PESSOA
?	O
Há	O
break	O
sim	O
,	O
mas	O
,	O
um	O
pouquinho	O
só	O
.	O
Há	O
desconjuntamento	O
de	O
braços	O
e	O
punhos	O
,	O
movimentos	O
robóticos	O
,	O
como	O
imagens	O
de	O
luz	O
negra	O
intermitente	O
,	O
mas	O
,	O
o	O
que	O
será	O
que	O
significam	O
os	O
outros	O
passos	O
?	O
Ora	O
,	O
é	O
evidente	O
que	O
,	O
olhando	O
detidamente	O
os	O
movimentos	O
de	O
dança	O
deste	O
Funk	B-ABSTRACCAO
Carioca	I-ABSTRACCAO
,	O
iremos	O
encontrar	O
a	O
mesma	O
filosofia	O
coreográfica	O
do	O
Kuduro	B-ABSTRACCAO
,	O
em	O
nosso	O
caso	O
,	O
representada	O
por	O
passos	O
de	O
umbanda	O
e	O
candomblé	O
(	O
ritmos	O
aliás	O
,	O
hoje	B-TEMPO
banidos	O
de	O
algumas	O
favelas	O
cariocas	O
,	O
dominadas	O
pela	O
cultura	O
ditatorial	O
-	O
evangélica	O
das	O
milícias	O
)	O
.	O
Assim	O
como	O
na	O
África	B-LOCAL
e	O
no	O
Brasil	B-LOCAL
,	O
na	O
Índia	B-LOCAL
,	O
no	O
Afeganistão	B-LOCAL
,	O
na	O
Indonésia	B-LOCAL
,	O
a	O
fórmula	O
beat	O
futurista	O
somado	O
à	O
tradição	O
,	O
se	O
repetirá	O
.	O
Uma	O
lógica	O
planetária	O
,	O
uma	O
espécie	O
de	O
cultura	O
global	O
periférica	O
se	O
estabelecerá	O
.	O
Para	O
nós	O
brasileiros	O
,	O
por	O
exemplo	O
,	O
o	O
Kuduro	B-ABSTRACCAO
pode	O
vir	O
a	O
representar	O
a	O
feliz	O
descoberta	O
de	O
que	O
,	O
embora	O
alguns	O
anseiem	O
,	O
desesperadamente	O
,	O
pelo	O
nosso	O
ingresso	O
no	O
clube	O
dos	O
brancos	O
países	O
desenvolvidos	O
,	O
fazemos	O
parte	O
sim	O
-	O
e	O
disto	O
muito	O
devemos	O
nos	O
orgulhar-	O
do	O
universo	O
paralelo	O
da	O
mais	O
complexa	O
,	O
viva	O
,	O
diversificada	O
e	O
pujante	O
Periferia	B-ABSTRACCAO
.	O
Como	O
,	O
facilmente	O
,	O
se	O
pode	O
notar	O
,	O
o	O
mundo	O
roda	O
enquanto	O
a	O
cultura	O
das	O
periferias	O
gira	O
,	O
circula	O
,	O
como	O
um	O
bambolê	O
.	O
Somos	O
do	O
Overmundo	B-LOCAL
,	O
o	O
pá	O
!	O
O	O
Bicho	O
,	O
o	O
vírus	O
da	O
maçã	O
.	O
Y	O
love	O
you	O
Angola	B-LOCAL
!	O
(	O
Em	O
tempo	O
:	O
Em	O
terra	O
de	O
cego	O
,	O
quem	O
tem	O
um	O
olho	O
,	O
infelizmente	O
é	O
...	O
caolho	O
.	O
)	O
Na	O
internet	O
,	O
no	O
cinema	O
,	O
na	O
TV	O
,	O
na	O
Locadora	B-LOCAL
Carlos	B-PESSOA
Gerbase	I-PESSOA
faz	O
parte	O
de	O
uma	O
geração	O
de	O
cineastas	O
que	O
apareceu	O
em	O
Porto	B-LOCAL
Alegre	I-LOCAL
nos	B-TEMPO
anos	I-TEMPO
90	I-TEMPO
,	O
com	O
a	O
intenção	O
de	O
colocar	O
o	O
Rio	B-LOCAL
Grande	I-LOCAL
do	I-LOCAL
Sul	I-LOCAL
no	O
mapa	O
nacional	O
da	O
Sétima	B-ABSTRACCAO
Arte	I-ABSTRACCAO
.	O
Através	O
da	O
Casa	B-ORGANIZACAO
de	I-ORGANIZACAO
